unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume USD,tradecount
1608872400,2020-12-25 05:00:00,LINK/USD,11.24051,11.24051,11.09135,11.19483,11.13208,23988.79110019,268550.43827214,146
1608868800,2020-12-25 04:00:00,LINK/USD,11.21444,11.26782,11.17372,11.24880,11.22564,41733.14374274,469447.7873333337,154
1608865200,2020-12-25 03:00:00,LINK/USD,11.36237,11.37744,11.13802,11.20279,11.21161,23211.94578574,260038.55412903024,254
1608861600,2020-12-25 02:00:00,LINK/USD,11.41822,11.41822,11.34392,11.36408,11.39161,4832.91982795,54921.68755841003,90
1608858000,2020-12-25 01:00:00,LINK/USD,11.45823,11.48531,11.36870,11.42575,11.42885,8002.68677957,91436.69847167193,143
1608854400,2020-12-25 00:00:00,LINK/USD,11.57652,11.67212,11.41000,11.48292,11.47808,15058.68695506,172917.6976099976,240
1608850800,2020-12-24 23:00:00,LINK/USD,11.53411,11.68592,11.45942,11.57499,11.58356,26443.15775375,306079.28656807874,350
1608847200,2020-12-24 22:00:00,LINK/USD,11.14624,11.56222,11.14624,11.54658,11.29345,30524.88231460,352457.9956361141,385
1608843600,2020-12-24 21:00:00,LINK/USD,11.21268,11.22961,11.14094,11.15419,11.18551,21445.96398664,239212.35704014002,205
1608840000,2020-12-24 20:00:00,LINK/USD,11.12638,11.27194,11.01436,11.19447,11.14968,9447.81732245,105763.30758164686,182
1608836400,2020-12-24 19:00:00,LINK/USD,11.18746,11.19000,11.01820,11.12239,11.11993,21736.94237291,241766.75047903045,262
1608832800,2020-12-24 18:00:00,LINK/USD,10.97671,11.19378,10.92439,11.19000,11.09368,60608.68660238,678211.2030806323,431
1608829200,2020-12-24 17:00:00,LINK/USD,10.81501,11.01308,10.67871,10.95414,10.88979,30963.18229094,339175.0336604775,311
1608825600,2020-12-24 16:00:00,LINK/USD,10.88967,10.95000,10.75854,10.79181,10.84985,37060.66881516,399951.6963261319,312
1608822000,2020-12-24 15:00:00,LINK/USD,10.89375,10.95939,10.76534,10.87600,10.87518,28522.09540082,310206.3095793183,326
1608818400,2020-12-24 14:00:00,LINK/USD,11.16572,11.18375,10.82773,10.88056,10.96518,38685.19231869,420916.55613504566,328
1608814800,2020-12-24 13:00:00,LINK/USD,10.61555,11.17017,10.58870,11.15301,10.96226,26116.35274015,291275.94327442034,285
1608811200,2020-12-24 12:00:00,LINK/USD,10.66752,10.85135,10.53830,10.61908,10.73487,18928.44856323,201002.70956882442,232
1608807600,2020-12-24 11:00:00,LINK/USD,10.32643,10.70862,10.16606,10.69143,10.40982,35073.51673961,374986.04907536856,323
