unix,date,symbol,open,high,low,close,vwap,Volume XMR,Volume USD,tradecount
1596672000,2020-08-06 00:00:00,XMR/USD,90.70,96.49,88.60,95.57,93.30,7457.97739066,712758.8992253762,1437
1596585600,2020-08-05 00:00:00,XMR/USD,87.29,90.69,86.04,90.42,88.42,4440.11231696,401474.95569952315,906
1596499200,2020-08-04 00:00:00,XMR/USD,89.49,89.90,85.41,87.41,87.23,8999.53895772,786649.7002943052,1373
1596412800,2020-08-03 00:00:00,XMR/USD,84.74,89.65,83.92,89.13,88.09,2795.41727019,249155.5412920347,840
1596326400,2020-08-02 00:00:00,XMR/USD,89.67,91.14,78.52,85.04,85.33,6671.35827282,567332.3075206128,1627
1596240000,2020-08-01 00:00:00,XMR/USD,84.65,90.25,83.65,89.68,86.75,5233.25631105,469318.425974964,1259
1596153600,2020-07-31 00:00:00,XMR/USD,81.07,84.83,80.59,84.63,82.73,3202.47448093,271025.4153211059,648
1596067200,2020-07-30 00:00:00,XMR/USD,79.08,82.53,78.76,81.12,81.50,4737.58018057,384312.50424783846,829
1595980800,2020-07-29 00:00:00,XMR/USD,81.42,82.77,79.03,79.17,81.51,3820.13074879,302439.7513817043,715
1595894400,2020-07-28 00:00:00,XMR/USD,78.59,83.33,78.59,81.55,81.32,12071.48930059,984429.9524631144,1158
1595808000,2020-07-27 00:00:00,XMR/USD,78.23,79.80,75.33,78.64,77.48,11602.46778122,912418.0663151408,1639
1595721600,2020-07-26 00:00:00,XMR/USD,73.66,78.46,73.23,78.20,76.17,9264.74909650,724503.3793463,1183
1595635200,2020-07-25 00:00:00,XMR/USD,71.69,74.24,71.69,73.52,73.31,2087.58608203,153479.3287508456,385
1595548800,2020-07-24 00:00:00,XMR/USD,73.02,73.02,71.35,71.75,72.05,2624.14362182,188282.304865585,500
1595462400,2020-07-23 00:00:00,XMR/USD,71.31,74.20,70.95,73.12,72.32,3245.99801337,237347.37473761442,700
1595376000,2020-07-22 00:00:00,XMR/USD,69.83,71.63,69.39,71.63,70.43,3272.99375382,234444.5425861266,612
1595289600,2020-07-21 00:00:00,XMR/USD,69.33,71.62,69.23,69.80,70.84,3029.38319527,211450.947029846,698
1595203200,2020-07-20 00:00:00,XMR/USD,68.99,70.30,68.85,69.50,69.52,3102.52119069,215625.222752955,409
1595116800,2020-07-19 00:00:00,XMR/USD,68.35,69.00,67.83,68.96,68.59,759.00251549,52340.81346819039,195
1595030400,2020-07-18 00:00:00,XMR/USD,67.60,69.06,67.14,68.39,68.05,1681.95871964,115029.15683617961,341
1594944000,2020-07-17 00:00:00,XMR/USD,67.74,68.26,67.05,67.65,67.60,2725.68433171,184392.54504018152,533
1594857600,2020-07-16 00:00:00,XMR/USD,70.45,71.46,66.56,67.62,68.02,7254.58058782,490554.73934838845,1134
1594771200,2020-07-15 00:00:00,XMR/USD,67.92,72.45,67.50,70.63,70.11,9473.45854154,669110.3767889701,1312
1594684800,2020-07-14 00:00:00,XMR/USD,69.16,69.17,66.81,67.99,67.91,3914.36499327,266137.6758924273,865
1594598400,2020-07-13 00:00:00,XMR/USD,69.32,69.98,67.68,69.16,69.32,4934.89091337,341297.05556866917,873
1594512000,2020-07-12 00:00:00,XMR/USD,68.67,70.16,68.13,69.23,69.34,4084.96902165,282802.4053688295,885
1594425600,2020-07-11 00:00:00,XMR/USD,67.27,69.70,67.27,68.68,68.25,4723.63893099,324419.5217803932,960
1594339200,2020-07-10 00:00:00,XMR/USD,67.29,68.29,65.04,67.46,66.99,5314.50895237,358516.77392688015,1029
1594252800,2020-07-09 00:00:00,XMR/USD,66.18,69.19,64.85,67.42,66.91,6101.23838595,411345.491980749,1264
1594166400,2020-07-08 00:00:00,XMR/USD,64.74,67.16,64.25,66.23,66.28,7456.14994849,493820.8110884927,1065
1594080000,2020-07-07 00:00:00,XMR/USD,64.99,65.19,63.82,64.55,64.75,4177.07131121,269629.9531386055,555
1593993600,2020-07-06 00:00:00,XMR/USD,63.33,65.00,62.88,64.99,64.20,6110.61733012,397129.02028449875,503
1593907200,2020-07-05 00:00:00,XMR/USD,64.15,64.49,61.36,63.37,63.04,1774.87567152,112473.8713042224,387
1593820800,2020-07-04 00:00:00,XMR/USD,62.65,64.76,62.62,64.23,63.57,1520.17534626,97640.8624902798,314
1593734400,2020-07-03 00:00:00,XMR/USD,65.25,65.66,62.59,62.98,64.03,4736.96935685,298334.33009441296,645
1593648000,2020-07-02 00:00:00,XMR/USD,64.47,66.50,62.42,65.24,64.75,5355.81054363,349413.0798664212,960
1593561600,2020-07-01 00:00:00,XMR/USD,63.55,64.72,63.34,64.65,64.16,1040.72148199,67282.6438106535,268
1593475200,2020-06-30 00:00:00,XMR/USD,64.08,64.44,63.30,63.52,63.92,1971.97765757,125260.02080884641,334
1593388800,2020-06-29 00:00:00,XMR/USD,63.28,64.79,62.51,63.99,63.73,1406.38563093,89994.6165232107,295
1593302400,2020-06-28 00:00:00,XMR/USD,62.03,63.56,61.58,63.16,62.68,1045.74038679,66048.96282965639,226
1593216000,2020-06-27 00:00:00,XMR/USD,63.94,64.15,60.42,61.99,62.27,2319.70127135,143798.2818109865,453
1593129600,2020-06-26 00:00:00,XMR/USD,64.30,64.45,63.09,64.02,63.92,2162.42551180,138438.48126543598,403
1593043200,2020-06-25 00:00:00,XMR/USD,64.72,65.01,63.33,64.30,64.35,3524.56422411,226629.47961027297,543
1592956800,2020-06-24 00:00:00,XMR/USD,66.85,67.40,63.93,64.54,65.23,4107.38823259,265090.83653135865,694
1592870400,2020-06-23 00:00:00,XMR/USD,66.07,67.26,65.48,66.77,66.30,3066.87856230,204775.481604771,717
1592784000,2020-06-22 00:00:00,XMR/USD,64.47,66.93,64.47,66.08,65.61,1841.62960505,121694.88430170399,387
1592697600,2020-06-21 00:00:00,XMR/USD,64.00,64.90,63.84,64.31,64.22,1839.30037732,118285.4072654492,244
1592611200,2020-06-20 00:00:00,XMR/USD,64.07,64.48,63.40,64.00,63.97,1776.53603451,113698.30620864,270
1592524800,2020-06-19 00:00:00,XMR/USD,64.78,65.32,63.44,64.11,64.43,1457.49128097,93439.76602298669,269
1592438400,2020-06-18 00:00:00,XMR/USD,65.01,65.77,64.29,64.90,65.19,1551.79957973,100711.79272447701,337
1592352000,2020-06-17 00:00:00,XMR/USD,65.96,66.77,64.63,65.26,65.81,2396.26105271,156379.99629985463,457
1592265600,2020-06-16 00:00:00,XMR/USD,64.65,66.06,64.36,65.99,65.34,1875.82479878,123785.6784714922,350
1592179200,2020-06-15 00:00:00,XMR/USD,65.28,65.58,61.93,64.56,63.17,7650.84251460,493938.392742576,998
1592092800,2020-06-14 00:00:00,XMR/USD,66.49,66.49,64.75,65.57,65.51,908.67672932,59581.933141512396,225
1592006400,2020-06-13 00:00:00,XMR/USD,65.62,66.49,65.01,66.44,65.56,1304.54363329,86673.87899578759,208
1591920000,2020-06-12 00:00:00,XMR/USD,63.44,66.42,62.81,65.56,65.16,7083.31669045,464382.24222590204,657
1591833600,2020-06-11 00:00:00,XMR/USD,69.86,69.97,63.04,63.67,66.24,10100.61998734,643106.4745939379,1319
1591747200,2020-06-10 00:00:00,XMR/USD,67.98,69.83,67.51,69.81,68.73,4955.49194938,345942.8929862178,737
1591660800,2020-06-09 00:00:00,XMR/USD,68.46,68.74,67.36,67.98,67.96,3886.37937108,264196.06964601844,513
