unix,date,symbol,open,high,low,close,vwap,Volume LINK,Volume USD,tradecount
1598054400,2020-08-22 00:00:00,LINK/USD,13.85620,16.32463,13.12570,15.84346,15.12062,797253.53764690,12631254.533567155,7843
1597968000,2020-08-21 00:00:00,LINK/USD,16.14443,16.14443,12.90002,13.84179,14.30922,1482191.20538408,20516179.404773306,14077
1597881600,2020-08-20 00:00:00,LINK/USD,16.20648,16.76632,15.68925,16.06377,16.21163,452264.43229276,7265071.81953147,4477
1597795200,2020-08-19 00:00:00,LINK/USD,16.19600,17.28139,14.87612,16.18000,16.16797,898181.76602053,14532580.974212175,8364
1597708800,2020-08-18 00:00:00,LINK/USD,16.84990,17.70551,14.86000,16.22287,16.46286,1434519.32561157,23272020.53188417,12839
1597622400,2020-08-17 00:00:00,LINK/USD,18.86108,19.69000,14.78900,16.84990,18.17940,862538.71162717,14533691.037046652,8554
1597536000,2020-08-16 00:00:00,LINK/USD,19.22510,19.99500,18.44474,18.85006,19.16853,588178.03746725,11087191.29693991,5831
1597449600,2020-08-15 00:00:00,LINK/USD,16.96907,19.81926,16.57276,19.19193,18.54048,1299074.38921786,24931744.742661923,11416
1597363200,2020-08-14 00:00:00,LINK/USD,17.21930,17.62674,16.33983,16.96092,16.93134,555034.03221639,9413887.817699615,6093
1597276800,2020-08-13 00:00:00,LINK/USD,16.48737,18.30000,15.98477,17.21749,17.12631,1772668.48181981,30520901.859047767,18801
1597190400,2020-08-12 00:00:00,LINK/USD,13.00820,16.75756,12.60000,16.47302,14.89362,1336499.82678172,22016188.37657181,12695
1597104000,2020-08-11 00:00:00,LINK/USD,13.47643,13.54223,12.10000,12.99332,12.84018,805289.29967366,10463381.56323576,7858
1597017600,2020-08-10 00:00:00,LINK/USD,13.83714,14.08119,12.52141,13.47180,13.39017,760126.52966960,10240272.582402917,7717
1596931200,2020-08-09 00:00:00,LINK/USD,12.76549,14.48654,12.00000,13.81657,13.39950,1308683.24638219,18081513.681466773,11532
1596844800,2020-08-08 00:00:00,LINK/USD,10.12000,13.86698,9.94301,12.71826,12.11928,1892681.00058875,24071609.062547877,14222
1596758400,2020-08-07 00:00:00,LINK/USD,10.22000,10.27107,9.17000,10.12000,9.86504,637608.80341341,6452601.090543709,4602
1596672000,2020-08-06 00:00:00,LINK/USD,9.52703,10.27571,9.47118,10.22000,9.77839,326758.42939668,3339471.1484340695,2707
1596585600,2020-08-05 00:00:00,LINK/USD,9.86900,9.86900,9.31422,9.53824,9.58822,449025.26748417,4282910.767328209,2963
1596499200,2020-08-04 00:00:00,LINK/USD,9.25303,9.97562,9.01990,9.86680,9.46382,760753.11644422,7506198.849331829,5257
1596412800,2020-08-03 00:00:00,LINK/USD,8.28005,9.28997,8.09098,9.24171,8.67673,529421.48998863,4892759.878242822,3805
1596326400,2020-08-02 00:00:00,LINK/USD,8.31833,8.79611,7.26000,8.28685,8.24213,1100938.13401328,9123309.17584795,7294
1596240000,2020-08-01 00:00:00,LINK/USD,7.81224,8.48526,7.64950,8.32326,7.99887,528414.51298406,4398131.379339707,3237
1596153600,2020-07-31 00:00:00,LINK/USD,7.42807,7.87350,7.42807,7.81882,7.68751,654004.48558417,5113543.351975219,3167
1596067200,2020-07-30 00:00:00,LINK/USD,7.09149,7.59499,7.05366,7.40171,7.36138,575586.47245992,4260324.149071314,2884
1595980800,2020-07-29 00:00:00,LINK/USD,7.25355,7.49285,7.00116,7.11956,7.21120,529883.82863326,3772539.7109842123,2608
1595894400,2020-07-28 00:00:00,LINK/USD,7.10819,7.41545,6.93798,7.25000,7.16315,388718.97349670,2818212.557851075,2807
1595808000,2020-07-27 00:00:00,LINK/USD,7.51487,7.51487,6.48833,7.11963,6.96670,1008586.65816052,7180763.829039383,5817
1595721600,2020-07-26 00:00:00,LINK/USD,7.68000,7.94228,7.25448,7.51131,7.54074,483770.70396803,3633751.726422103,3070
1595635200,2020-07-25 00:00:00,LINK/USD,7.43512,7.79997,7.40000,7.65836,7.64212,298722.02669072,2287720.8203271423,1989
1595548800,2020-07-24 00:00:00,LINK/USD,7.93107,7.93982,7.40000,7.43600,7.63321,386928.41270690,2877199.6768885083,2386
1595462400,2020-07-23 00:00:00,LINK/USD,7.49128,8.09335,7.47016,7.89648,7.81704,689333.52290801,5443308.376972644,4304
1595376000,2020-07-22 00:00:00,LINK/USD,7.31844,7.63664,7.09684,7.50019,7.42062,457106.96071090,3428389.055654285,2804
1595289600,2020-07-21 00:00:00,LINK/USD,7.23500,7.68445,6.94004,7.29939,7.29423,770808.21199093,5626429.754524475,4233
1595203200,2020-07-20 00:00:00,LINK/USD,8.09770,8.13504,7.11569,7.23609,7.55771,812337.67484850,5878148.525594483,4422
1595116800,2020-07-19 00:00:00,LINK/USD,7.97117,8.20655,7.79381,8.07500,7.96959,361051.24883629,2915488.8343530414,2244
1595030400,2020-07-18 00:00:00,LINK/USD,8.26000,8.26574,7.58021,7.96043,7.96367,741358.95277343,5901536.048426195,4366
1594944000,2020-07-17 00:00:00,LINK/USD,8.35823,8.61386,8.19397,8.26119,8.35670,545605.16333583,4507347.919298325,3044
1594857600,2020-07-16 00:00:00,LINK/USD,8.62854,8.86621,7.96000,8.35495,8.40943,1162784.67259903,9715007.800331267,6891
1594771200,2020-07-15 00:00:00,LINK/USD,8.13326,8.90771,7.84403,8.62836,8.40902,1199595.12314947,10350538.576777961,7736
1594684800,2020-07-14 00:00:00,LINK/USD,7.15268,8.39164,7.00000,8.12359,7.74007,1646579.67183930,13376138.15635702,8632
1594598400,2020-07-13 00:00:00,LINK/USD,7.34072,8.51829,6.84196,7.16417,7.68939,2118128.73620518,15174634.348059066,11861
1594512000,2020-07-12 00:00:00,LINK/USD,6.09654,7.38200,6.09654,7.34029,6.76596,1102266.24185431,8090953.872420774,5620
1594425600,2020-07-11 00:00:00,LINK/USD,6.14010,6.26000,5.98040,6.11453,6.13557,210980.42108787,1290046.1141544138,1198
1594339200,2020-07-10 00:00:00,LINK/USD,6.08819,6.20561,5.71311,6.13408,5.96448,463255.43699557,2841645.9109657863,2361
1594252800,2020-07-09 00:00:00,LINK/USD,6.49155,6.49427,5.70003,6.07532,6.05182,717399.37110674,4358430.747272199,3612
1594166400,2020-07-08 00:00:00,LINK/USD,5.72657,6.58589,5.60442,6.49288,6.20400,1172466.61763207,7612685.0522909155,4822
1594080000,2020-07-07 00:00:00,LINK/USD,5.35970,5.89874,5.34082,5.71659,5.63753,804333.41564946,4598044.360567546,3933
1593993600,2020-07-06 00:00:00,LINK/USD,4.75229,5.47973,4.74000,5.36638,5.13377,687906.75853596,3691569.0708722053,2747
1593907200,2020-07-05 00:00:00,LINK/USD,4.81646,4.82860,4.61506,4.74967,4.70538,153036.35357647,726872.1774915522,615
1593820800,2020-07-04 00:00:00,LINK/USD,4.73144,4.84732,4.72209,4.81805,4.78338,91190.20602597,439358.9721434248,371
1593734400,2020-07-03 00:00:00,LINK/USD,4.79319,4.88899,4.71003,4.74500,4.80991,145123.85418010,688612.6880845745,664
1593648000,2020-07-02 00:00:00,LINK/USD,4.70441,4.91900,4.58909,4.79433,4.77583,371463.47638694,1780918.4887461981,1422
1593561600,2020-07-01 00:00:00,LINK/USD,4.56591,4.73500,4.51976,4.70025,4.65516,262076.62947365,1231825.6776835234,973
1593475200,2020-06-30 00:00:00,LINK/USD,4.61503,4.65648,4.53897,4.57345,4.60592,70909.07676879,324299.11714822263,408
1593388800,2020-06-29 00:00:00,LINK/USD,4.56895,4.66106,4.43059,4.59954,4.56043,150683.11072331,693072.9950962933,668
1593302400,2020-06-28 00:00:00,LINK/USD,4.39808,4.61636,4.33226,4.56900,4.50156,189259.83909768,864728.2048372999,993
1593216000,2020-06-27 00:00:00,LINK/USD,4.68077,4.68460,4.30665,4.40303,4.47252,274103.54878655,1206886.1484136432,1101
1593129600,2020-06-26 00:00:00,LINK/USD,4.80767,4.87024,4.63846,4.67721,4.72845,409451.51523925,1915090.7215921723,1410
