unix,date,symbol,open,high,low,close,vwap,Volume EOS,Volume USD,tradecount
1607817600,2020-12-13 00:00:00,EOS/USD,2.7664,2.8977,2.7572,2.8470,2.8428,108146.95729365,307894.38741502154,1143
1607731200,2020-12-12 00:00:00,EOS/USD,2.6907,2.7835,2.6820,2.7683,2.7523,53328.43562716,147629.10834666702,717
1607644800,2020-12-11 00:00:00,EOS/USD,2.7432,2.7472,2.6333,2.6942,2.6954,143141.98291812,385653.13037799887,1145
1607558400,2020-12-10 00:00:00,EOS/USD,2.8119,2.8141,2.7035,2.7409,2.7580,71362.78182304,195598.24869877033,628
1607472000,2020-12-09 00:00:00,EOS/USD,2.8000,2.8353,2.6637,2.8101,2.7679,133945.68773408,376400.7771015382,1395
1607385600,2020-12-08 00:00:00,EOS/USD,2.9402,2.9729,2.7465,2.8000,2.8816,218367.35357939,611428.590022292,1252
1607299200,2020-12-07 00:00:00,EOS/USD,2.9960,3.0051,2.9082,2.9518,2.9561,93992.80191563,277447.9526945566,803
1607212800,2020-12-06 00:00:00,EOS/USD,3.0099,3.0326,2.9165,2.9951,2.9672,113520.67447657,340005.7721247748,855
1607126400,2020-12-05 00:00:00,EOS/USD,2.8462,3.0072,2.8278,3.0072,2.9247,92005.51694177,276678.9905472907,1093
1607040000,2020-12-04 00:00:00,EOS/USD,3.0728,3.1473,2.8021,2.8452,2.9942,384030.58831932,1092643.8298861294,2012
1606953600,2020-12-03 00:00:00,EOS/USD,3.0611,3.1328,3.0152,3.0818,3.0792,167276.84755985,515513.7888099457,1300
1606867200,2020-12-02 00:00:00,EOS/USD,2.9951,3.0809,2.9661,3.0621,3.0299,196090.54889845,600448.8697819437,1600
1606780800,2020-12-01 00:00:00,EOS/USD,3.2614,3.3340,2.9132,2.9961,3.1012,819532.41603181,2455401.071672906,3178
1606694400,2020-11-30 00:00:00,EOS/USD,3.0345,3.2948,2.9910,3.2608,3.1340,520504.08672646,1697259.725997641,3103
1606608000,2020-11-29 00:00:00,EOS/USD,3.0000,3.0969,2.9106,3.0330,2.9865,320762.39111824,972872.332261622,2055
1606521600,2020-11-28 00:00:00,EOS/USD,2.8721,3.0742,2.8280,2.9962,2.9702,423037.78002667,1267505.7965159088,2275
1606435200,2020-11-27 00:00:00,EOS/USD,2.9527,3.0259,2.7565,2.8714,2.8582,555307.55506920,1594510.1136257008,2876
1606348800,2020-11-26 00:00:00,EOS/USD,3.4212,3.5230,2.7090,2.9512,2.9749,1589077.03163329,4689684.135756166,7436
1606262400,2020-11-25 00:00:00,EOS/USD,3.6070,3.8854,3.3156,3.4346,3.5890,858969.87109236,2950217.9192538196,5374
1606176000,2020-11-24 00:00:00,EOS/USD,3.3826,3.7693,3.3328,3.5876,3.5280,1599928.56570271,5739903.722315043,7465
1606089600,2020-11-23 00:00:00,EOS/USD,3.0699,3.3993,3.0000,3.3799,3.2584,970079.03808465,3278770.1408223086,5592
1606003200,2020-11-22 00:00:00,EOS/USD,3.2334,3.3044,2.9070,3.0647,3.0896,519876.86156671,1593266.6176434963,3801
1605916800,2020-11-21 00:00:00,EOS/USD,2.7815,3.3000,2.6954,3.2342,3.0104,711585.90922219,2301411.147606407,4568
1605830400,2020-11-20 00:00:00,EOS/USD,2.6455,2.8255,2.6420,2.7762,2.7519,269037.40662403,746901.6482696319,1781
1605744000,2020-11-19 00:00:00,EOS/USD,2.6324,2.6949,2.5647,2.6365,2.6421,131997.62851565,348011.7475815112,974
1605657600,2020-11-18 00:00:00,EOS/USD,2.7191,2.7342,2.4552,2.6422,2.5948,327342.48996276,864904.3269796044,1518
1605571200,2020-11-17 00:00:00,EOS/USD,2.5832,2.7516,2.5812,2.7149,2.6782,243528.16768098,661154.6224370926,1523
1605484800,2020-11-16 00:00:00,EOS/USD,2.4977,2.6060,2.4882,2.5887,2.5574,128766.09946548,333336.80168628803,676
1605398400,2020-11-15 00:00:00,EOS/USD,2.5389,2.5461,2.4728,2.5006,2.5060,27512.77655725,68798.44905905935,235
1605312000,2020-11-14 00:00:00,EOS/USD,2.6021,2.6099,2.5001,2.5405,2.5560,75395.18903987,191541.47775578976,445
1605225600,2020-11-13 00:00:00,EOS/USD,2.4650,2.6515,2.4631,2.5985,2.5788,274634.11391306,713636.7450030864,851
1605139200,2020-11-12 00:00:00,EOS/USD,2.5003,2.5050,2.4351,2.4667,2.4753,143754.58656272,354599.43867426144,690
1605052800,2020-11-11 00:00:00,EOS/USD,2.5060,2.5400,2.4970,2.5034,2.5164,115372.01008373,288822.2900436097,600
1604966400,2020-11-10 00:00:00,EOS/USD,2.4987,2.5284,2.4800,2.4985,2.5041,66391.42584428,165878.97747193358,402
1604880000,2020-11-09 00:00:00,EOS/USD,2.5431,2.5593,2.4591,2.4966,2.5093,80549.74143343,201100.48446270134,438
1604793600,2020-11-08 00:00:00,EOS/USD,2.4952,2.5630,2.4936,2.5376,2.5326,20899.76912842,53035.254140278594,171
1604707200,2020-11-07 00:00:00,EOS/USD,2.5414,2.6322,2.4500,2.5034,2.5751,233485.26264759,584507.0065119768,838
1604620800,2020-11-06 00:00:00,EOS/USD,2.4510,2.5464,2.4429,2.5389,2.5045,124279.48685978,315533.1891882954,611
1604534400,2020-11-05 00:00:00,EOS/USD,2.3590,2.4885,2.3590,2.4455,2.4266,153275.04860023,374834.13135186245,685
1604448000,2020-11-04 00:00:00,EOS/USD,2.3600,2.3747,2.2943,2.3518,2.3424,57818.22298160,135976.89680812688,298
1604361600,2020-11-03 00:00:00,EOS/USD,2.4348,2.4429,2.2391,2.3658,2.3174,269018.95455845,636445.042694381,1164
1604275200,2020-11-02 00:00:00,EOS/USD,2.5194,2.5505,2.4131,2.4356,2.4662,90113.65495155,219480.81799999517,474
1604188800,2020-11-01 00:00:00,EOS/USD,2.5275,2.5344,2.4604,2.5171,2.5018,58454.61987614,147136.123690232,272
1604102400,2020-10-31 00:00:00,EOS/USD,2.5020,2.5641,2.4962,2.5287,2.5287,93084.33757560,235382.36442741973,381
1604016000,2020-10-30 00:00:00,EOS/USD,2.6320,2.6434,2.4006,2.5140,2.4990,217193.10694599,546023.4708622189,992
1603929600,2020-10-29 00:00:00,EOS/USD,2.6545,2.6762,2.6031,2.6401,2.6420,94711.69159604,250048.33698270516,354
