unix,date,symbol,open,high,low,close,vwap,Volume ETH,Volume USD,tradecount
1604818800,2020-11-08 07:00:00,ETH/USD,438.96,439.42,435.71,436.23,438.01,1463.41124537,638383.8875677551,416
1604815200,2020-11-08 06:00:00,ETH/USD,441.06,442.30,437.56,438.68,439.70,1671.41881133,733218.0041542443,380
1604811600,2020-11-08 05:00:00,ETH/USD,438.46,441.43,437.03,441.06,439.28,393.68626428,173639.2637233368,225
1604808000,2020-11-08 04:00:00,ETH/USD,438.52,440.49,436.11,438.32,438.53,998.57201402,437694.08518524637,396
1604804400,2020-11-08 03:00:00,ETH/USD,440.80,441.52,438.45,438.45,440.31,640.60133764,280871.656488258,342
1604800800,2020-11-08 02:00:00,ETH/USD,442.51,443.84,439.93,440.42,441.81,1617.67709360,712457.3455633121,518
1604797200,2020-11-08 01:00:00,ETH/USD,438.47,443.00,436.04,442.76,440.03,2331.91505472,1032478.7096278273,541
1604793600,2020-11-08 00:00:00,ETH/USD,435.67,438.71,432.67,438.43,436.12,2535.46874864,1111625.563466235,602
1604790000,2020-11-07 23:00:00,ETH/USD,436.87,439.93,435.39,435.81,437.93,1581.68151163,689312.6195834703,403
1604786400,2020-11-07 22:00:00,ETH/USD,435.82,437.82,430.60,436.90,433.29,2466.04041290,1077413.0563960099,575
1604782800,2020-11-07 21:00:00,ETH/USD,437.51,438.09,432.66,435.58,436.19,2724.51946324,1186746.187798079,554
1604779200,2020-11-07 20:00:00,ETH/USD,431.45,438.57,426.35,437.76,433.31,11620.68125527,5087069.426306995,1831
1604775600,2020-11-07 19:00:00,ETH/USD,435.35,438.06,425.00,431.41,431.35,15683.20075842,6765889.639189973,2607
1604772000,2020-11-07 18:00:00,ETH/USD,447.38,449.00,426.68,435.45,436.83,19246.80076628,8381019.3936766265,2944
1604768400,2020-11-07 17:00:00,ETH/USD,453.79,454.15,446.80,447.45,450.92,3160.84745388,1414321.193238606,848
1604764800,2020-11-07 16:00:00,ETH/USD,447.98,454.57,440.42,454.12,449.17,4750.16279607,2157143.928951308,938
1604761200,2020-11-07 15:00:00,ETH/USD,446.99,451.00,438.81,447.89,445.45,13251.97099698,5935425.2898373725,2417
1604757600,2020-11-07 14:00:00,ETH/USD,464.35,464.35,446.22,447.00,453.51,8810.70107376,3938383.3799707196,1774
1604754000,2020-11-07 13:00:00,ETH/USD,461.85,464.50,457.52,464.35,460.85,2452.66291225,1138894.0233032876,775
1604750400,2020-11-07 12:00:00,ETH/USD,463.31,465.71,461.90,461.90,463.60,3244.94388959,1498839.5826016208,794
1604746800,2020-11-07 11:00:00,ETH/USD,462.90,464.53,461.00,463.27,462.78,1476.92717065,684216.0503470255,421
1604743200,2020-11-07 10:00:00,ETH/USD,462.00,463.02,459.43,462.99,461.74,1146.74791063,530932.8151425837,338
1604739600,2020-11-07 09:00:00,ETH/USD,462.25,462.99,459.87,462.00,461.71,1423.32556986,657576.4132753201,414
1604736000,2020-11-07 08:00:00,ETH/USD,457.25,462.79,452.67,462.24,456.58,4407.00358787,2037093.3384570288,918
1604732400,2020-11-07 07:00:00,ETH/USD,459.20,459.98,457.17,457.23,458.38,1432.66100787,655055.5926284002,457
1604728800,2020-11-07 06:00:00,ETH/USD,460.50,460.50,457.03,459.11,458.21,1760.10444594,808081.5521755135,441
1604725200,2020-11-07 05:00:00,ETH/USD,458.70,461.82,457.00,460.60,459.45,1874.55924539,863421.988426634,484
1604721600,2020-11-07 04:00:00,ETH/USD,459.28,461.66,457.41,458.61,458.85,1475.48762399,676673.3792380539,520
1604718000,2020-11-07 03:00:00,ETH/USD,459.87,463.21,456.70,458.95,459.75,3225.95648248,1480552.727634196,779
1604714400,2020-11-07 02:00:00,ETH/USD,465.80,466.38,458.02,460.26,462.44,6566.28363114,3022197.7040684964,1241
1604710800,2020-11-07 01:00:00,ETH/USD,464.14,468.83,462.69,465.99,465.58,3957.67670139,1844237.7660807262,1114
1604707200,2020-11-07 00:00:00,ETH/USD,456.58,465.25,455.83,464.22,461.81,11130.51351961,5167006.986073354,2139
1604703600,2020-11-06 23:00:00,ETH/USD,455.71,458.70,455.13,456.43,456.67,4378.70154964,1998570.7483021852,1050
1604700000,2020-11-06 22:00:00,ETH/USD,446.59,457.24,445.11,455.57,451.40,8571.17489225,3904770.145662332,2039
1604696400,2020-11-06 21:00:00,ETH/USD,443.49,449.62,443.11,446.57,447.38,8995.69533147,4017207.664174558,1557
1604692800,2020-11-06 20:00:00,ETH/USD,441.60,443.54,437.04,442.99,439.36,6266.82839172,2776142.3092480428,1211
1604689200,2020-11-06 19:00:00,ETH/USD,442.51,444.82,440.89,441.56,442.83,3815.96881471,1684979.1898233476,688
1604685600,2020-11-06 18:00:00,ETH/USD,441.51,444.00,441.32,442.51,442.98,895.92468495,396455.6323372245,539
1604682000,2020-11-06 17:00:00,ETH/USD,442.84,445.25,441.00,441.41,442.69,1128.49141725,498127.3964883225,468
1604678400,2020-11-06 16:00:00,ETH/USD,435.73,445.83,435.64,442.84,442.75,6567.49887802,2908351.2031423766,1276
1604674800,2020-11-06 15:00:00,ETH/USD,440.83,441.66,434.70,435.79,437.86,4763.21850785,2075762.9935359515,1110
1604671200,2020-11-06 14:00:00,ETH/USD,445.54,445.99,436.09,441.32,440.88,4576.81829376,2019841.4494021633,1355
1604667600,2020-11-06 13:00:00,ETH/USD,440.80,446.74,440.80,445.55,444.11,3160.25855420,1408053.19882381,732
1604664000,2020-11-06 12:00:00,ETH/USD,443.89,443.89,438.51,440.50,440.42,4683.90928210,2063262.0387650502,855
1604660400,2020-11-06 11:00:00,ETH/USD,444.07,445.10,440.12,443.84,442.73,3505.26659169,1555777.5240556896,845
1604656800,2020-11-06 10:00:00,ETH/USD,432.66,446.99,432.58,444.03,442.15,14563.91007123,6466812.988928257,2247
1604653200,2020-11-06 09:00:00,ETH/USD,430.48,434.32,425.46,432.62,429.33,6336.78238132,2741418.7938066586,1369
1604649600,2020-11-06 08:00:00,ETH/USD,436.72,436.72,429.70,430.49,433.26,4428.42204039,1906391.404167491,946
1604646000,2020-11-06 07:00:00,ETH/USD,433.86,436.69,433.38,436.68,435.32,3065.82228881,1338783.2770775508,625
1604642400,2020-11-06 06:00:00,ETH/USD,431.79,434.87,431.27,434.33,433.39,3336.84493071,1449291.8587552742,679
1604638800,2020-11-06 05:00:00,ETH/USD,430.02,434.50,429.26,432.18,432.93,2173.17447033,939202.5425872195,668
1604635200,2020-11-06 04:00:00,ETH/USD,427.63,431.89,427.60,429.79,429.82,1708.18635056,734161.4116071824,577
1604631600,2020-11-06 03:00:00,ETH/USD,434.41,434.99,426.26,427.62,429.98,6224.35528358,2661658.8063644795,1287
1604628000,2020-11-06 02:00:00,ETH/USD,436.08,441.57,431.25,434.41,436.78,8605.67912544,3738393.0688823904,2189
1604624400,2020-11-06 01:00:00,ETH/USD,426.59,437.69,423.77,435.91,432.03,9863.25678028,4299492.263091855,2110
1604620800,2020-11-06 00:00:00,ETH/USD,417.04,427.90,415.52,426.43,423.26,10242.10775917,4367542.011742863,1932
1604617200,2020-11-05 23:00:00,ETH/USD,418.48,421.64,414.00,417.04,418.70,9563.55533984,3988385.118926874,1813
1604613600,2020-11-05 22:00:00,ETH/USD,414.05,418.49,413.25,418.49,416.09,2943.73410331,1231923.284894202,927
1604610000,2020-11-05 21:00:00,ETH/USD,414.40,415.59,413.61,413.69,414.87,2045.66349125,846270.5296952125,546
1604606400,2020-11-05 20:00:00,ETH/USD,413.74,414.76,412.62,414.54,413.80,2862.15676058,1186478.4635308334,615
1604602800,2020-11-05 19:00:00,ETH/USD,411.01,413.83,410.35,413.61,412.45,2446.64623788,1011957.3504495469,538
1604599200,2020-11-05 18:00:00,ETH/USD,411.47,411.74,409.26,411.14,410.64,2782.13439834,1143846.7365335077,490
1604595600,2020-11-05 17:00:00,ETH/USD,413.41,414.58,406.89,411.14,410.74,7277.52531340,2992081.757351276,1395
1604592000,2020-11-05 16:00:00,ETH/USD,414.74,418.44,413.12,413.22,416.07,7380.63229923,3049824.878687821,1559
1604588400,2020-11-05 15:00:00,ETH/USD,415.37,415.54,411.81,414.75,414.08,4571.20653913,1895907.9121041675,1044
1604584800,2020-11-05 14:00:00,ETH/USD,406.12,415.59,405.49,415.38,412.20,12129.63683634,5038408.549078909,2081
1604581200,2020-11-05 13:00:00,ETH/USD,402.76,410.67,401.32,406.12,405.92,6954.81375132,2824488.9606860783,1492
1604577600,2020-11-05 12:00:00,ETH/USD,403.86,404.55,400.56,402.75,402.31,2802.11231938,1128550.736630295,756
1604574000,2020-11-05 11:00:00,ETH/USD,406.67,406.90,399.65,403.87,403.12,2920.05945126,1179324.4105803762,706
1604570400,2020-11-05 10:00:00,ETH/USD,398.54,406.55,398.27,406.55,401.95,2797.60074514,1137364.5829366671,611
1604566800,2020-11-05 09:00:00,ETH/USD,399.61,400.27,396.50,398.40,398.42,2491.26051235,992518.18812024,510
1604563200,2020-11-05 08:00:00,ETH/USD,403.43,405.33,397.68,399.52,399.79,9297.28846492,3714452.687504838,1108
1604559600,2020-11-05 07:00:00,ETH/USD,401.79,404.56,401.10,403.46,403.20,1876.49342840,757090.038622264,411
1604556000,2020-11-05 06:00:00,ETH/USD,403.58,403.87,401.01,401.47,402.41,1002.46657374,402460.2553593978,315
1604552400,2020-11-05 05:00:00,ETH/USD,403.35,405.00,402.40,403.63,403.75,1309.13816900,528407.43915347,274
1604548800,2020-11-05 04:00:00,ETH/USD,405.00,405.96,403.27,403.41,404.32,1732.46951748,698895.5280466068,305
1604545200,2020-11-05 03:00:00,ETH/USD,405.13,406.38,404.64,405.07,405.58,1648.59708202,667797.2200138414,307
1604541600,2020-11-05 02:00:00,ETH/USD,404.09,407.28,402.33,404.99,405.14,1850.03464443,749245.5306477058,412
1604538000,2020-11-05 01:00:00,ETH/USD,402.31,406.38,402.30,404.01,404.54,1230.79829312,497254.81840341113,279
1604534400,2020-11-05 00:00:00,ETH/USD,402.88,406.00,401.47,402.31,403.52,1836.23599519,738736.1032248889,959
1604530800,2020-11-04 23:00:00,ETH/USD,402.60,403.22,400.13,402.68,402.02,1659.45431921,668229.0652594828,504
1604527200,2020-11-04 22:00:00,ETH/USD,401.12,405.50,401.12,402.61,403.88,2228.23964311,897111.5627125172,613
1604523600,2020-11-04 21:00:00,ETH/USD,401.52,403.58,400.82,401.12,402.92,6102.83829325,2447970.49618844,969
1604520000,2020-11-04 20:00:00,ETH/USD,402.89,404.47,398.17,401.29,401.81,5198.94799352,2086285.8403196407,998
1604516400,2020-11-04 19:00:00,ETH/USD,401.63,404.10,401.43,402.90,402.63,1674.89984681,674817.148279749,657
1604512800,2020-11-04 18:00:00,ETH/USD,400.58,403.18,400.33,401.36,401.97,4254.75355860,1707687.8882796962,922
1604509200,2020-11-04 17:00:00,ETH/USD,401.83,408.70,400.43,400.47,404.78,11881.93050790,4758356.710498714,2536
1604505600,2020-11-04 16:00:00,ETH/USD,384.23,402.71,383.78,401.57,397.13,18802.39212696,7550476.606423327,2927
1604502000,2020-11-04 15:00:00,ETH/USD,381.81,384.23,381.81,384.23,383.47,2502.91410603,961694.686959907,460
1604498400,2020-11-04 14:00:00,ETH/USD,383.41,383.42,379.55,381.71,381.08,2086.91350925,796595.7556158175,424
1604494800,2020-11-04 13:00:00,ETH/USD,382.91,384.50,382.22,383.88,383.92,621.54594729,238599.05824568518,244
1604491200,2020-11-04 12:00:00,ETH/USD,380.99,383.83,380.99,382.89,383.19,552.49630803,211545.3113816067,271
1604487600,2020-11-04 11:00:00,ETH/USD,381.54,382.55,380.53,381.37,381.28,1065.26450288,406259.9234633456,182
1604484000,2020-11-04 10:00:00,ETH/USD,381.09,383.58,380.04,381.55,381.81,893.05034394,340743.35873030697,408
1604480400,2020-11-04 09:00:00,ETH/USD,380.52,382.37,380.21,381.03,381.20,937.65728516,357275.55536451476,354
1604476800,2020-11-04 08:00:00,ETH/USD,378.23,381.38,377.35,380.55,378.39,3970.95498347,1511146.9189595087,611
1604473200,2020-11-04 07:00:00,ETH/USD,384.22,384.54,377.01,378.05,380.32,3413.72499172,1290558.7331197462,591
1604469600,2020-11-04 06:00:00,ETH/USD,383.46,385.00,382.91,384.05,384.11,809.92069278,311050.042062159,167
1604466000,2020-11-04 05:00:00,ETH/USD,385.66,386.03,383.47,383.47,384.01,1658.87607804,636129.2096459989,220
1604462400,2020-11-04 04:00:00,ETH/USD,386.83,386.83,384.90,385.81,385.64,872.62421820,336667.149623742,219
1604458800,2020-11-04 03:00:00,ETH/USD,382.96,387.56,382.95,386.84,387.04,5498.66791321,2127104.6955461563,753
1604455200,2020-11-04 02:00:00,ETH/USD,383.54,384.39,381.98,382.74,383.08,722.94522234,276700.0543984116,280
1604451600,2020-11-04 01:00:00,ETH/USD,384.27,385.67,381.03,383.48,383.15,2208.91797383,847075.8646043284,609
1604448000,2020-11-04 00:00:00,ETH/USD,388.00,388.56,384.27,384.27,386.85,2065.29787621,793632.0148912168,547
1604444400,2020-11-03 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604440800,2020-11-03 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604437200,2020-11-03 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604433600,2020-11-03 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604430000,2020-11-03 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604426400,2020-11-03 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604422800,2020-11-03 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604419200,2020-11-03 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604415600,2020-11-03 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604412000,2020-11-03 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604408400,2020-11-03 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604404800,2020-11-03 12:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604401200,2020-11-03 11:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604397600,2020-11-03 10:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604394000,2020-11-03 09:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604390400,2020-11-03 08:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604386800,2020-11-03 07:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604383200,2020-11-03 06:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604379600,2020-11-03 05:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604376000,2020-11-03 04:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604372400,2020-11-03 03:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604368800,2020-11-03 02:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604365200,2020-11-03 01:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604361600,2020-11-03 00:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604358000,2020-11-02 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604354400,2020-11-02 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604350800,2020-11-02 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604347200,2020-11-02 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604343600,2020-11-02 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604340000,2020-11-02 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604336400,2020-11-02 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604332800,2020-11-02 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604329200,2020-11-02 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604325600,2020-11-02 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604322000,2020-11-02 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604318400,2020-11-02 12:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604314800,2020-11-02 11:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604311200,2020-11-02 10:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604307600,2020-11-02 09:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604304000,2020-11-02 08:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604300400,2020-11-02 07:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604296800,2020-11-02 06:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604293200,2020-11-02 05:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604289600,2020-11-02 04:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604286000,2020-11-02 03:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604282400,2020-11-02 02:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604278800,2020-11-02 01:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604275200,2020-11-02 00:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604271600,2020-11-01 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604268000,2020-11-01 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604264400,2020-11-01 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604260800,2020-11-01 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604257200,2020-11-01 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604253600,2020-11-01 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604250000,2020-11-01 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604246400,2020-11-01 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604242800,2020-11-01 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604239200,2020-11-01 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604235600,2020-11-01 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604232000,2020-11-01 12:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604228400,2020-11-01 11:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604224800,2020-11-01 10:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604221200,2020-11-01 09:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604217600,2020-11-01 08:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604214000,2020-11-01 07:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604210400,2020-11-01 06:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604206800,2020-11-01 05:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604203200,2020-11-01 04:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604199600,2020-11-01 03:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604196000,2020-11-01 02:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604192400,2020-11-01 01:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604188800,2020-11-01 00:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604185200,2020-10-31 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604181600,2020-10-31 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604178000,2020-10-31 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604174400,2020-10-31 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604170800,2020-10-31 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604167200,2020-10-31 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604163600,2020-10-31 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604160000,2020-10-31 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604156400,2020-10-31 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604152800,2020-10-31 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604149200,2020-10-31 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604145600,2020-10-31 12:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604142000,2020-10-31 11:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604138400,2020-10-31 10:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604134800,2020-10-31 09:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604131200,2020-10-31 08:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604127600,2020-10-31 07:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604124000,2020-10-31 06:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604120400,2020-10-31 05:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604116800,2020-10-31 04:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604113200,2020-10-31 03:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604109600,2020-10-31 02:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604106000,2020-10-31 01:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604102400,2020-10-31 00:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604098800,2020-10-30 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604095200,2020-10-30 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604091600,2020-10-30 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604088000,2020-10-30 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604084400,2020-10-30 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604080800,2020-10-30 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604077200,2020-10-30 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604073600,2020-10-30 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604070000,2020-10-30 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604066400,2020-10-30 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604062800,2020-10-30 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604059200,2020-10-30 12:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604055600,2020-10-30 11:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604052000,2020-10-30 10:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604048400,2020-10-30 09:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604044800,2020-10-30 08:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604041200,2020-10-30 07:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604037600,2020-10-30 06:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604034000,2020-10-30 05:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604030400,2020-10-30 04:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604026800,2020-10-30 03:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604023200,2020-10-30 02:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604019600,2020-10-30 01:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604016000,2020-10-30 00:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604012400,2020-10-29 23:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604008800,2020-10-29 22:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604005200,2020-10-29 21:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1604001600,2020-10-29 20:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603998000,2020-10-29 19:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603994400,2020-10-29 18:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603990800,2020-10-29 17:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603987200,2020-10-29 16:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603983600,2020-10-29 15:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603980000,2020-10-29 14:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
1603976400,2020-10-29 13:00:00,ETH/USD,414.75,414.75,414.75,414.75,0.00,0.00000000,0.0,0
