unix,date,symbol,open,high,low,close,vwap,Volume DOT,Volume USD,tradecount
1598918400,2020-09-01 00:00:00,DOT/USD,6.2811,6.8674,6.1420,6.2566,6.4610,1016741.15028491,6361342.680872568,7164
1598832000,2020-08-31 00:00:00,DOT/USD,5.8903,6.4798,5.7556,6.2899,6.1904,805931.65886507,5069229.541095404,4892
1598745600,2020-08-30 00:00:00,DOT/USD,6.1500,6.2120,5.1000,5.8903,5.9475,830835.31454599,4893869.253270244,5243
1598659200,2020-08-29 00:00:00,DOT/USD,6.1850,6.5650,6.0155,6.1500,6.3280,807862.18834859,4968352.458343829,5353
1598572800,2020-08-28 00:00:00,DOT/USD,5.6830,6.3500,5.5193,6.1700,6.0418,1605011.74672932,9902922.477319904,8876
1598486400,2020-08-27 00:00:00,DOT/USD,6.0783,6.8000,5.2301,5.6521,5.9398,2218474.27561851,12539038.45322338,14015
1598400000,2020-08-26 00:00:00,DOT/USD,5.5500,6.5789,5.1100,6.0594,5.9675,2112266.62611384,12799068.394274201,14643
1598313600,2020-08-25 00:00:00,DOT/USD,4.5914,5.8390,4.5001,5.5500,5.0884,3024350.67835009,16785146.264843,16847
1598227200,2020-08-24 00:00:00,DOT/USD,4.0183,4.8500,3.8100,4.5940,4.3908,1560210.13833794,7167605.375524497,12583
1598140800,2020-08-23 00:00:00,DOT/USD,4.4642,4.4662,3.7062,3.9775,3.9773,1560250.21859556,6205895.24446384,8376
1598054400,2020-08-22 00:00:00,DOT/USD,3.0776,4.4866,2.8500,4.4515,3.9072,4022331.65638639,17905409.368404016,16887
1597968000,2020-08-21 00:00:00,DOT/USD,2.9380,3.7000,2.8000,3.0776,3.0377,1066974.14226328,3283719.6202294705,5758
1597881600,2020-08-20 00:00:00,DOT/USD,2.9175,2.9600,2.7300,2.9090,2.8356,888862.22685306,2585700.2179155513,3583
1597795200,2020-08-19 00:00:00,DOT/USD,3.1099,3.1600,2.7100,2.9175,2.9720,1378929.70527053,4023027.415126771,7205
1597708800,2020-08-18 00:00:00,DOT/USD,50.0000,50.7000,2.9000,3.1099,3.4332,3415656.92299122,10622351.464810396,8207
