unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume USD,tradecount
1595808000,2020-07-27 00:00:00,ADA/USD,0.148745,0.149890,0.130500,0.139000,0.139700,55845364.76250164,7762505.701987729,7939
1595721600,2020-07-26 00:00:00,ADA/USD,0.143960,0.155415,0.140001,0.148672,0.148726,63139372.43607029,9387056.778815443,8416
1595635200,2020-07-25 00:00:00,ADA/USD,0.122131,0.149000,0.122131,0.143972,0.135447,53975357.51042002,7770940.17149019,7388
1595548800,2020-07-24 00:00:00,ADA/USD,0.124409,0.124505,0.120800,0.122149,0.122708,10926544.54143392,1334666.4891916118,1765
1595462400,2020-07-23 00:00:00,ADA/USD,0.124500,0.127226,0.123834,0.124177,0.125205,15352868.78058563,1906473.1865667817,2279
1595376000,2020-07-22 00:00:00,ADA/USD,0.123417,0.124843,0.120524,0.124500,0.122489,7719739.36657479,961107.5511385613,1595
1595289600,2020-07-21 00:00:00,ADA/USD,0.117694,0.124490,0.116747,0.123316,0.122310,13256980.30039086,1634797.7827229993,2200
1595203200,2020-07-20 00:00:00,ADA/USD,0.124185,0.124499,0.115411,0.117803,0.120624,11164211.15620082,1315177.5668339254,1909
1595116800,2020-07-19 00:00:00,ADA/USD,0.122684,0.124929,0.121264,0.124047,0.122993,7857270.75187062,974670.8649572949,1349
1595030400,2020-07-18 00:00:00,ADA/USD,0.122276,0.124755,0.117531,0.122996,0.120977,16352415.51596498,2011281.6988016285,2238
1594944000,2020-07-17 00:00:00,ADA/USD,0.126134,0.126700,0.121800,0.122566,0.123989,13213317.14611963,1619503.4293312985,2010
1594857600,2020-07-16 00:00:00,ADA/USD,0.130503,0.133044,0.118149,0.125903,0.125745,40519934.05269363,5101581.2570362855,5259
1594771200,2020-07-15 00:00:00,ADA/USD,0.132622,0.132745,0.127232,0.130503,0.130235,20341555.81685157,2654634.0587665807,3185
1594684800,2020-07-14 00:00:00,ADA/USD,0.124145,0.134677,0.120001,0.132186,0.127335,37222168.08311731,4920249.510234945,5074
1594598400,2020-07-13 00:00:00,ADA/USD,0.127066,0.136000,0.121645,0.124305,0.130284,41555645.19632434,5165574.476129097,6277
1594512000,2020-07-12 00:00:00,ADA/USD,0.125232,0.128694,0.120301,0.127061,0.124461,27868694.03459901,3541024.132730185,3552
1594425600,2020-07-11 00:00:00,ADA/USD,0.118298,0.127199,0.117997,0.125360,0.122003,20456776.08767163,2564461.4503505155,3299
1594339200,2020-07-10 00:00:00,ADA/USD,0.124146,0.124344,0.110260,0.118660,0.117089,36935078.20626211,4382716.379955063,4464
