unix,date,symbol,open,high,low,close,vwap,Volume BCH,Volume USD,tradecount
1602547200,2020-10-13 00:00:00,BCH/USD,239.90,255.20,237.80,253.60,248.09,5373.30743553,1362670.7656504079,2237
1602460800,2020-10-12 00:00:00,BCH/USD,239.10,244.10,233.40,239.90,239.71,3743.80783890,898139.50055211,1333
1602374400,2020-10-11 00:00:00,BCH/USD,237.20,243.40,236.60,239.20,239.57,2451.51135659,586401.516496328,1099
1602288000,2020-10-10 00:00:00,BCH/USD,237.40,246.60,236.10,237.20,241.23,3202.36212294,759600.295561368,1365
1602201600,2020-10-09 00:00:00,BCH/USD,234.00,240.20,232.10,237.30,236.32,3713.75476072,881274.0047188561,1405
1602115200,2020-10-08 00:00:00,BCH/USD,223.20,236.10,221.60,233.70,229.58,3370.02648809,787575.1902666329,1757
1602028800,2020-10-07 00:00:00,BCH/USD,219.80,224.50,216.40,223.10,220.07,2676.69574855,597170.821501505,1126
1601942400,2020-10-06 00:00:00,BCH/USD,221.90,230.30,214.30,219.50,221.81,3994.26587285,876741.359090575,1778
1601856000,2020-10-05 00:00:00,BCH/USD,221.00,222.60,218.50,221.60,220.64,2385.69281987,528669.528883192,800
1601769600,2020-10-04 00:00:00,BCH/USD,218.40,222.50,216.70,220.90,219.75,3193.03356954,705341.115511386,834
1601683200,2020-10-03 00:00:00,BCH/USD,219.80,221.30,217.90,218.40,219.67,1871.60732378,408759.039513552,543
1601596800,2020-10-02 00:00:00,BCH/USD,226.50,228.00,212.80,219.40,218.94,4696.79116134,1030475.980797996,1196
1601510400,2020-10-01 00:00:00,BCH/USD,228.10,234.00,222.10,227.70,226.85,4068.83099134,926472.8167281179,1003
1601424000,2020-09-30 00:00:00,BCH/USD,229.10,231.20,225.20,227.80,227.39,2575.14849577,586618.827336406,645
1601337600,2020-09-29 00:00:00,BCH/USD,216.40,216.40,216.40,216.40,0.00,0.00000000,0.0,0
1601251200,2020-09-28 00:00:00,BCH/USD,216.40,216.40,216.40,216.40,0.00,0.00000000,0.0,0
1601164800,2020-09-27 00:00:00,BCH/USD,216.40,216.40,216.40,216.40,0.00,0.00000000,0.0,0
1601078400,2020-09-26 00:00:00,BCH/USD,216.40,216.40,216.40,216.40,0.00,0.00000000,0.0,0
1600992000,2020-09-25 00:00:00,BCH/USD,216.20,217.90,211.00,216.40,214.77,4864.57217099,1052693.417802236,1131
1600905600,2020-09-24 00:00:00,BCH/USD,207.70,219.70,206.50,216.10,212.72,4688.54703360,1013195.01396096,1034
1600819200,2020-09-23 00:00:00,BCH/USD,220.20,220.20,202.40,207.50,211.86,2741.26732709,568812.970371175,843
1600732800,2020-09-22 00:00:00,BCH/USD,212.50,219.90,210.80,219.90,214.48,3568.73706887,784765.281444513,882
1600646400,2020-09-21 00:00:00,BCH/USD,225.90,228.80,207.70,212.80,216.37,4925.82338103,1048215.215483184,1390
1600560000,2020-09-20 00:00:00,BCH/USD,232.90,233.20,222.30,225.80,227.04,4392.07296997,991730.0766192259,1079
1600473600,2020-09-19 00:00:00,BCH/USD,233.90,233.90,233.90,233.90,0.00,0.00000000,0.0,0
1600387200,2020-09-18 00:00:00,BCH/USD,232.90,238.80,230.20,233.90,234.04,3889.58027651,909772.8266756891,910
1600300800,2020-09-17 00:00:00,BCH/USD,230.50,239.00,229.80,233.40,233.86,4736.81687106,1105573.057705404,1007
1600214400,2020-09-16 00:00:00,BCH/USD,234.70,235.60,226.80,230.90,232.00,6237.14766807,1440157.396557363,1337
1600128000,2020-09-15 00:00:00,BCH/USD,225.80,241.70,225.30,234.60,235.88,7145.50561252,1676335.616697192,1829
1600041600,2020-09-14 00:00:00,BCH/USD,222.30,228.70,219.50,225.70,225.08,4228.62702468,954401.119470276,1028
1599955200,2020-09-13 00:00:00,BCH/USD,230.50,234.60,219.50,222.10,225.98,2811.09548670,624344.30759607,906
1599868800,2020-09-12 00:00:00,BCH/USD,225.50,230.50,222.70,230.50,226.31,1612.09085180,371586.9413399,601
1599782400,2020-09-11 00:00:00,BCH/USD,227.60,228.30,220.60,225.40,223.90,1935.82303998,436334.513211492,835
1599696000,2020-09-10 00:00:00,BCH/USD,224.20,230.70,224.20,227.20,227.26,4857.75362828,1103681.624345216,1192
1599609600,2020-09-09 00:00:00,BCH/USD,222.10,228.30,218.80,224.00,224.49,3451.97241839,773241.82171936,1054
1599523200,2020-09-08 00:00:00,BCH/USD,228.70,230.00,215.80,222.10,223.62,12077.19288905,2682344.540658005,1931
1599436800,2020-09-07 00:00:00,BCH/USD,227.90,227.90,227.90,227.90,0.00,0.00000000,0.0,0
1599350400,2020-09-06 00:00:00,BCH/USD,225.80,233.00,219.50,227.90,227.44,5288.06952277,1205151.044239283,1264
1599264000,2020-09-05 00:00:00,BCH/USD,230.30,234.50,213.90,225.20,224.69,15031.99272755,3385204.76224426,3956
1599177600,2020-09-04 00:00:00,BCH/USD,215.00,240.00,212.80,230.50,227.10,12581.96901011,2900143.8568303552,4624
1599091200,2020-09-03 00:00:00,BCH/USD,264.20,266.50,201.00,214.70,239.82,14408.60807023,3093528.1526783807,5188
1599004800,2020-09-02 00:00:00,BCH/USD,295.10,295.10,246.30,264.00,266.19,10307.78011629,2721253.9507005597,3469
1598918400,2020-09-01 00:00:00,BCH/USD,274.00,297.00,268.90,292.00,281.67,4917.85298643,1436013.07203756,1741
1598832000,2020-08-31 00:00:00,BCH/USD,279.50,281.30,273.00,274.50,276.71,2346.07662350,643998.03315075,826
1598745600,2020-08-30 00:00:00,BCH/USD,268.20,278.80,267.90,278.80,274.52,2639.55537162,735908.0376076561,766
1598659200,2020-08-29 00:00:00,BCH/USD,268.90,272.80,266.40,268.10,269.62,2699.08797805,723625.486915205,834
1598572800,2020-08-28 00:00:00,BCH/USD,263.80,272.00,261.30,268.80,268.01,2805.38385070,754087.17906816,957
1598486400,2020-08-27 00:00:00,BCH/USD,275.00,277.00,258.20,264.30,267.12,4962.92655741,1311701.4891234632,1422
1598400000,2020-08-26 00:00:00,BCH/USD,275.00,279.10,271.60,275.50,276.20,3052.54047575,840974.901069125,1052
1598313600,2020-08-25 00:00:00,BCH/USD,291.40,291.60,270.00,276.30,274.65,11897.16788365,3287187.486252495,2610
1598227200,2020-08-24 00:00:00,BCH/USD,284.80,294.90,282.10,291.10,289.46,2438.98493566,709988.514770626,905
1598140800,2020-08-23 00:00:00,BCH/USD,286.90,288.10,279.30,285.40,284.04,2355.64486630,672301.04484202,738
