unix,date,symbol,open,high,low,close,vwap,Volume ADA,Volume USD,tradecount
1608973200,2020-12-26 09:00:00,ADA/USD,0.156842,0.156842,0.152930,0.154250,0.154670,447478.00172958,69023.4817667877,218
1608969600,2020-12-26 08:00:00,ADA/USD,0.150940,0.156842,0.150940,0.156842,0.153933,411473.99788179,64536.40477577571,199
1608966000,2020-12-26 07:00:00,ADA/USD,0.153029,0.153029,0.150002,0.150940,0.151762,1348272.01507108,203508.1779548288,237
1608962400,2020-12-26 06:00:00,ADA/USD,0.152732,0.153027,0.150630,0.153027,0.151441,1372218.34070691,209986.45602335632,290
1608958800,2020-12-26 05:00:00,ADA/USD,0.153966,0.154210,0.152732,0.153521,0.153392,3132978.21046372,480977.94784860074,202
1608955200,2020-12-26 04:00:00,ADA/USD,0.154500,0.154522,0.153283,0.153928,0.153979,430089.34892625,66202.79330151982,163
1608951600,2020-12-26 03:00:00,ADA/USD,0.155066,0.156317,0.154689,0.154689,0.155463,350179.94862939,54168.986073531705,108
1608948000,2020-12-26 02:00:00,ADA/USD,0.155654,0.156153,0.154733,0.154887,0.155272,1856369.93191368,287527.5696443141,131
1608944400,2020-12-26 01:00:00,ADA/USD,0.155725,0.155947,0.154251,0.155386,0.155316,1404099.69345207,218177.43496674334,141
1608940800,2020-12-26 00:00:00,ADA/USD,0.156979,0.157372,0.155909,0.155909,0.156659,358360.25553138,55871.589079641926,92
1608937200,2020-12-25 23:00:00,ADA/USD,0.156804,0.157906,0.154160,0.157460,0.155654,1265812.73904618,199314.8738902115,249
1608933600,2020-12-25 22:00:00,ADA/USD,0.155481,0.158629,0.155170,0.156990,0.156620,496320.17647035,77917.30450408024,157
1608930000,2020-12-25 21:00:00,ADA/USD,0.157127,0.157739,0.155900,0.156220,0.156703,650971.71982304,101694.8020707553,137
1608926400,2020-12-25 20:00:00,ADA/USD,0.158499,0.158593,0.156346,0.157415,0.157504,3708897.94047425,583836.1692997541,450
1608922800,2020-12-25 19:00:00,ADA/USD,0.157908,0.159105,0.157257,0.158500,0.158414,4190302.36773315,664162.9252857042,440
1608919200,2020-12-25 18:00:00,ADA/USD,0.157018,0.158715,0.155639,0.158677,0.156772,2415663.15020625,383310.1816852772,264
1608915600,2020-12-25 17:00:00,ADA/USD,0.155594,0.158132,0.154910,0.156949,0.156336,8083604.63499316,1268713.6638575415,608
1608912000,2020-12-25 16:00:00,ADA/USD,0.157586,0.161109,0.155002,0.155748,0.158144,1020769.05896421,158982.7393955578,330
1608908400,2020-12-25 15:00:00,ADA/USD,0.158781,0.160062,0.156947,0.157344,0.158945,692797.61589628,109007.5480755843,160
1608904800,2020-12-25 14:00:00,ADA/USD,0.161981,0.162739,0.157858,0.158993,0.160009,780804.94675253,124142.52089902501,241
1608901200,2020-12-25 13:00:00,ADA/USD,0.162884,0.162974,0.160726,0.161977,0.161561,868393.67360728,140659.8020698864,213
1608897600,2020-12-25 12:00:00,ADA/USD,0.166479,0.166999,0.162283,0.163039,0.164985,1598191.66660392,260567.5711314365,320
1608894000,2020-12-25 11:00:00,ADA/USD,0.159649,0.166977,0.158785,0.166450,0.164087,2491852.60336790,414768.86583058693,486
1608890400,2020-12-25 10:00:00,ADA/USD,0.156892,0.159582,0.156446,0.159582,0.157909,533712.71154560,85170.94193386994,199
1608886800,2020-12-25 09:00:00,ADA/USD,0.154295,0.157310,0.154295,0.157060,0.156716,1296759.65853358,203669.07196928406,233
1608883200,2020-12-25 08:00:00,ADA/USD,0.152242,0.154857,0.152242,0.154292,0.154142,801978.29079679,123738.83444361834,178
1608879600,2020-12-25 07:00:00,ADA/USD,0.152206,0.152206,0.151195,0.151957,0.151436,544918.34651981,82804.15718211078,72
1608876000,2020-12-25 06:00:00,ADA/USD,0.150634,0.153101,0.150316,0.152388,0.152314,300620.80771263,45811.00364571226,74
1608872400,2020-12-25 05:00:00,ADA/USD,0.152002,0.152002,0.150278,0.150888,0.150892,287466.89701726,43375.30515714033,59
1608868800,2020-12-25 04:00:00,ADA/USD,0.152885,0.152885,0.151813,0.152331,0.152175,313088.07946526,47693.020233022515,110
1608865200,2020-12-25 03:00:00,ADA/USD,0.153550,0.153940,0.152734,0.153083,0.153168,171555.47983236,26262.227519177166,78
1608861600,2020-12-25 02:00:00,ADA/USD,0.154188,0.154290,0.153267,0.153720,0.153742,59648.66250806,9169.192400738983,32
1608858000,2020-12-25 01:00:00,ADA/USD,0.154157,0.155084,0.153787,0.154375,0.154252,214982.93492022,33187.99057830896,96
1608854400,2020-12-25 00:00:00,ADA/USD,0.153262,0.155514,0.150769,0.154926,0.153135,610017.14793282,94507.51666064007,240
1608850800,2020-12-24 23:00:00,ADA/USD,0.154575,0.154575,0.151811,0.153249,0.153609,1558158.96451092,238786.30315233397,345
1608847200,2020-12-24 22:00:00,ADA/USD,0.152546,0.154570,0.152279,0.154570,0.153130,1219040.73977027,188427.12714629064,296
1608843600,2020-12-24 21:00:00,ADA/USD,0.150084,0.153019,0.150084,0.152900,0.152534,2709532.90675107,414287.58144223865,343
1608840000,2020-12-24 20:00:00,ADA/USD,0.149648,0.150827,0.148838,0.150000,0.150063,474804.40114054,71220.660171081,103
1608836400,2020-12-24 19:00:00,ADA/USD,0.151053,0.151118,0.148998,0.149777,0.150015,305480.41384087,45753.93994384399,117
1608832800,2020-12-24 18:00:00,ADA/USD,0.150232,0.151160,0.148113,0.150980,0.149056,1274695.95460490,192453.5952262478,135
1608829200,2020-12-24 17:00:00,ADA/USD,0.149442,0.150100,0.147019,0.149856,0.148865,519804.13052956,77895.76778463773,115
