unix,date,symbol,open,high,low,close,vwap,Volume DOT,Volume USD,tradecount
1607925600,2020-12-14 06:00:00,DOT/USD,4.9289,4.9488,4.9258,4.9420,4.9349,2239.34500253,11066.84300250326,28
1607922000,2020-12-14 05:00:00,DOT/USD,4.9099,4.9237,4.9089,4.9237,4.9116,2282.55554883,11238.618755774272,18
1607918400,2020-12-14 04:00:00,DOT/USD,4.9549,4.9549,4.9046,4.9111,4.9237,9854.88047546,48398.30350303161,49
1607914800,2020-12-14 03:00:00,DOT/USD,4.9655,5.0110,4.9558,4.9581,4.9799,17625.35890498,87388.29198678133,70
1607911200,2020-12-14 02:00:00,DOT/USD,4.8936,4.9647,4.8921,4.9647,4.9263,7256.43006707,36025.99835398243,49
1607907600,2020-12-14 01:00:00,DOT/USD,4.8476,4.8862,4.8475,4.8862,4.8773,1722.21046511,8415.064774620481,20
1607904000,2020-12-14 00:00:00,DOT/USD,4.8892,4.8892,4.8415,4.8452,4.8567,16834.94118245,81568.65701720673,51
1607900400,2020-12-13 23:00:00,DOT/USD,4.9113,4.9211,4.8747,4.8836,4.8806,8887.94972907,43405.19129688625,40
1607896800,2020-12-13 22:00:00,DOT/USD,4.9601,4.9601,4.8729,4.9049,4.9048,15558.09007363,76310.87600214778,84
1607893200,2020-12-13 21:00:00,DOT/USD,4.9302,4.9624,4.9302,4.9565,4.9555,6347.52660229,31461.515604250384,33
1607889600,2020-12-13 20:00:00,DOT/USD,4.9456,4.9456,4.9140,4.9280,4.9290,6166.21310258,30387.09816951424,65
1607886000,2020-12-13 19:00:00,DOT/USD,4.9476,4.9518,4.9300,4.9444,4.9475,6504.75165688,32162.09409227747,67
1607882400,2020-12-13 18:00:00,DOT/USD,4.9769,4.9769,4.9432,4.9512,4.9484,10049.73377282,49758.24185598639,49
1607878800,2020-12-13 17:00:00,DOT/USD,4.9829,4.9829,4.9524,4.9770,4.9711,15245.23113406,75875.51535421662,99
1607875200,2020-12-13 16:00:00,DOT/USD,4.9334,4.9982,4.9334,4.9828,4.9738,27803.26243329,138538.09605259742,112
1607871600,2020-12-13 15:00:00,DOT/USD,4.9179,5.9500,4.8661,4.9057,5.0395,288498.37742808,1415286.4901489322,1057
1607868000,2020-12-13 14:00:00,DOT/USD,4.9240,4.9240,4.8904,4.9098,4.9098,8075.53673798,39649.2702761342,53
1607864400,2020-12-13 13:00:00,DOT/USD,4.9000,4.9585,4.9000,4.9250,4.9382,16455.83956419,81045.00985363574,105
1607860800,2020-12-13 12:00:00,DOT/USD,4.9100,4.9100,4.8901,4.8933,4.8988,433.05002960,2119.04370984168,12
1607857200,2020-12-13 11:00:00,DOT/USD,4.9010,4.9010,4.8866,4.8979,4.8960,782.76178243,3833.888934163897,20
1607853600,2020-12-13 10:00:00,DOT/USD,4.9343,4.9441,4.9034,4.9122,4.9282,15797.18640756,77598.93907121624,55
1607850000,2020-12-13 09:00:00,DOT/USD,4.8978,4.9247,4.8966,4.9247,4.9044,2922.15746042,14390.748845330372,35
1607846400,2020-12-13 08:00:00,DOT/USD,4.8525,4.8996,4.8525,4.8966,4.8860,9776.96064187,47873.865478980646,83
1607842800,2020-12-13 07:00:00,DOT/USD,4.8439,4.8495,4.8391,4.8495,4.8430,2497.35465912,12110.92141940244,38
1607839200,2020-12-13 06:00:00,DOT/USD,4.7891,4.8367,4.7891,4.8360,4.8200,3301.09855768,15964.11262494048,24
1607835600,2020-12-13 05:00:00,DOT/USD,4.7695,4.7952,4.7695,4.7890,4.7850,1595.33694790,7640.068643493099,26
1607832000,2020-12-13 04:00:00,DOT/USD,4.7435,4.7527,4.7350,4.7527,4.7412,3385.45252326,16090.040207297801,20
1607828400,2020-12-13 03:00:00,DOT/USD,4.7541,4.7542,4.7382,4.7382,4.7512,425.00840336,2013.774816800352,8
1607824800,2020-12-13 02:00:00,DOT/USD,4.7618,4.7618,4.7410,4.7526,4.7572,381.07052169,1811.0757613838941,8
1607821200,2020-12-13 01:00:00,DOT/USD,4.7437,4.7528,4.7373,4.7498,4.7417,1099.12656992,5220.631381806016,12
1607817600,2020-12-13 00:00:00,DOT/USD,4.7570,4.7640,4.7390,4.7439,4.7580,10579.81418010,50189.58048897639,38
1607814000,2020-12-12 23:00:00,DOT/USD,4.7654,4.7654,4.7318,4.7342,4.7537,18748.44549030,88758.89064017827,45
1607810400,2020-12-12 22:00:00,DOT/USD,4.7672,4.7850,4.7604,4.7695,4.7716,3493.54486462,16662.46223180509,34
1607806800,2020-12-12 21:00:00,DOT/USD,4.7522,4.7714,4.7495,4.7673,4.7637,3466.46397489,16525.673707493097,35
1607803200,2020-12-12 20:00:00,DOT/USD,4.7502,4.7536,4.7347,4.7512,4.7384,3653.14225038,17356.809460005454,27
1607799600,2020-12-12 19:00:00,DOT/USD,4.7468,4.7620,4.7304,4.7528,4.7486,37688.12642673,179124.12728096233,106
1607796000,2020-12-12 18:00:00,DOT/USD,4.7057,4.7403,4.7057,4.7351,4.7279,10299.37785785,48768.58409470554,40
1607792400,2020-12-12 17:00:00,DOT/USD,4.6792,4.6830,4.6633,4.6830,4.6704,16427.53170233,76930.13096201139,52
1607788800,2020-12-12 16:00:00,DOT/USD,4.6855,4.7124,4.6712,4.6796,4.6955,4420.17773210,20684.663715135157,46
1607785200,2020-12-12 15:00:00,DOT/USD,4.6648,4.6803,4.6543,4.6798,4.6751,2645.36095978,12379.760219578444,20
1607781600,2020-12-12 14:00:00,DOT/USD,4.6924,4.6988,4.6541,4.6626,4.6682,1688.98177343,7875.046416794718,18
1607778000,2020-12-12 13:00:00,DOT/USD,4.7021,4.7027,4.6845,4.6916,4.6953,2823.07740187,13244.749938613291,28
1607774400,2020-12-12 12:00:00,DOT/USD,4.7384,4.7389,4.7076,4.7076,4.7280,3369.81579411,15863.744832352237,24
1607770800,2020-12-12 11:00:00,DOT/USD,4.7269,4.7408,4.7269,4.7401,4.7391,2017.77566692,9564.458438767491,7
1607767200,2020-12-12 10:00:00,DOT/USD,4.7619,4.7619,4.7000,4.7098,4.7183,7594.06354401,35766.52047957831,38
1607763600,2020-12-12 09:00:00,DOT/USD,4.7706,4.7790,4.7592,4.7592,4.7703,2757.49725534,13123.480937614127,15
1607760000,2020-12-12 08:00:00,DOT/USD,4.7942,4.7943,4.7708,4.7727,4.7870,520.81560691,2485.6966470993575,13
1607756400,2020-12-12 07:00:00,DOT/USD,4.7731,4.7904,4.7713,4.7880,4.7875,1444.78899999,6917.64973195212,13
1607752800,2020-12-12 06:00:00,DOT/USD,4.7526,4.7711,4.7526,4.7553,4.7627,572.66173201,2723.1783342271533,15
1607749200,2020-12-12 05:00:00,DOT/USD,4.7719,4.7722,4.7510,4.7510,4.7663,4119.50030296,19571.74593936296,16
1607745600,2020-12-12 04:00:00,DOT/USD,4.7675,4.7826,4.7536,4.7653,4.7617,6870.69950109,32740.944332544175,20
1607742000,2020-12-12 03:00:00,DOT/USD,4.7602,4.7708,4.7547,4.7634,4.7629,3310.10048176,15767.332634815584,25
1607738400,2020-12-12 02:00:00,DOT/USD,4.7202,4.7645,4.7186,4.7609,4.7431,5548.64360923,26416.53735918311,93
1607734800,2020-12-12 01:00:00,DOT/USD,4.7430,4.7469,4.7196,4.7201,4.7286,2897.53381432,13676.649356971833,37
1607731200,2020-12-12 00:00:00,DOT/USD,4.6233,4.7400,4.6233,4.7400,4.7007,24222.48791933,114814.5927376242,110
1607727600,2020-12-11 23:00:00,DOT/USD,4.6599,4.6599,4.6189,4.6190,4.6419,24750.84217061,114324.1399860476,94
1607724000,2020-12-11 22:00:00,DOT/USD,4.6396,4.6674,4.6339,4.6674,4.6480,4856.67074149,22668.025018830427,47
1607720400,2020-12-11 21:00:00,DOT/USD,4.6363,4.6393,4.6096,4.6393,4.6253,2600.24350088,12063.309673632584,27
1607716800,2020-12-11 20:00:00,DOT/USD,4.6336,4.6411,4.6162,4.6292,4.6271,2366.49986039,10955.001153717387,30
1607713200,2020-12-11 19:00:00,DOT/USD,4.6068,4.6294,4.6068,4.6271,4.6165,20474.42129513,94737.19477469604,78
1607709600,2020-12-11 18:00:00,DOT/USD,4.6345,4.6345,4.5992,4.6041,4.6136,12029.67511620,55385.82720249642,65
1607706000,2020-12-11 17:00:00,DOT/USD,4.6267,4.6339,4.5998,4.6339,4.6156,7120.68194377,32996.528059235796,54
1607702400,2020-12-11 16:00:00,DOT/USD,4.6680,4.6680,4.6373,4.6410,4.6446,4467.77812572,20734.958281466523,44
1607698800,2020-12-11 15:00:00,DOT/USD,4.6630,4.6716,4.6576,4.6644,4.6627,5266.79907784,24566.457618676894,30
1607695200,2020-12-11 14:00:00,DOT/USD,4.6391,4.6576,4.6348,4.6500,4.6412,4011.65172301,18654.1805119965,35
1607691600,2020-12-11 13:00:00,DOT/USD,4.6172,4.6424,4.6172,4.6404,4.6386,2341.10391794,10863.658620808776,35
1607688000,2020-12-11 12:00:00,DOT/USD,4.5628,4.6266,4.5454,4.6266,4.5791,16321.99140307,75515.32542544366,101
1607684400,2020-12-11 11:00:00,DOT/USD,4.6223,4.6223,4.5650,4.5650,4.5873,9239.59073345,42178.731698199255,70
1607680800,2020-12-11 10:00:00,DOT/USD,4.6387,4.6674,4.6001,4.6300,4.6222,5880.74731452,27227.8600662276,26
1607677200,2020-12-11 09:00:00,DOT/USD,4.6640,4.6640,4.6071,4.6155,4.6227,10428.56602574,48133.04649180297,67
1607673600,2020-12-11 08:00:00,DOT/USD,4.6411,4.7070,4.6411,4.6542,4.6919,5563.62853520,25894.239928527844,41
1607670000,2020-12-11 07:00:00,DOT/USD,4.6456,4.6456,4.6000,4.6250,4.6121,17258.62830961,79821.15593194625,116
1607666400,2020-12-11 06:00:00,DOT/USD,4.6694,4.6746,4.6422,4.6422,4.6708,8923.90039517,41426.530414458175,40
1607662800,2020-12-11 05:00:00,DOT/USD,4.6750,4.6917,4.6562,4.6700,4.6689,3397.36092279,15865.6755094293,29
1607659200,2020-12-11 04:00:00,DOT/USD,4.6974,4.7113,4.6692,4.6750,4.6917,2147.30145925,10038.63432199375,45
1607655600,2020-12-11 03:00:00,DOT/USD,4.6765,4.7042,4.6553,4.7015,4.6754,1925.69978022,9053.67751670433,24
1607652000,2020-12-11 02:00:00,DOT/USD,4.7052,4.7052,4.6700,4.6725,4.6793,4018.14306395,18774.773466306375,56
1607648400,2020-12-11 01:00:00,DOT/USD,4.7287,4.7287,4.6751,4.7043,4.7034,9561.72174916,44981.20762457339,78
1607644800,2020-12-11 00:00:00,DOT/USD,4.7900,4.7900,4.7100,4.7169,4.7501,18051.88607557,85148.94142985613,65
1607641200,2020-12-10 23:00:00,DOT/USD,4.8301,4.8338,4.7975,4.8017,4.8183,627.53701868,3013.244502595756,15
1607637600,2020-12-10 22:00:00,DOT/USD,4.8403,4.8426,4.8205,4.8205,4.8341,3429.25619750,16530.72950004875,31
1607634000,2020-12-10 21:00:00,DOT/USD,4.8548,4.8646,4.8425,4.8425,4.8572,2971.74773312,14390.6883976336,19
1607630400,2020-12-10 20:00:00,DOT/USD,4.8275,4.8513,4.8275,4.8496,4.8443,4295.37172264,20830.834706114943,29
1607626800,2020-12-10 19:00:00,DOT/USD,4.8042,4.8297,4.8025,4.8297,4.8082,2068.15745423,9988.580056694631,20
1607623200,2020-12-10 18:00:00,DOT/USD,4.8292,4.8307,4.8200,4.8200,4.8282,3204.14284040,15443.968490728,20
1607619600,2020-12-10 17:00:00,DOT/USD,4.8225,4.8272,4.8053,4.8242,4.8201,7881.91068471,38023.91352517799,44
1607616000,2020-12-10 16:00:00,DOT/USD,4.8150,4.8403,4.8056,4.8250,4.8248,14150.75672331,68277.40118997075,53
1607612400,2020-12-10 15:00:00,DOT/USD,4.7829,4.8152,4.7501,4.8152,4.7779,15825.87840919,76204.76971593169,76
1607608800,2020-12-10 14:00:00,DOT/USD,4.8178,4.8194,4.7700,4.7713,4.8051,3230.92936596,15415.733283804948,16
1607605200,2020-12-10 13:00:00,DOT/USD,4.8175,4.8316,4.7787,4.8316,4.8009,14816.31717589,71586.51806703012,87
1607601600,2020-12-10 12:00:00,DOT/USD,4.8132,4.8385,4.8088,4.8175,4.8219,15718.64365257,75724.56579625596,59
1607598000,2020-12-10 11:00:00,DOT/USD,4.7677,4.8005,4.7677,4.8005,4.7831,627.75035355,3013.515572216775,11
1607594400,2020-12-10 10:00:00,DOT/USD,4.7792,4.7792,4.7500,4.7500,4.7619,6421.78562745,30503.4817303875,38
1607590800,2020-12-10 09:00:00,DOT/USD,4.8168,4.8168,4.7704,4.7833,4.7843,8001.09396265,38271.632751543744,36
1607587200,2020-12-10 08:00:00,DOT/USD,4.8009,4.8239,4.8009,4.8148,4.8114,13492.50399421,64963.70823132231,32
1607583600,2020-12-10 07:00:00,DOT/USD,4.7757,4.7877,4.7757,4.7854,4.7871,252.59483954,1208.7673451347162,6
1607580000,2020-12-10 06:00:00,DOT/USD,4.7956,4.7956,4.7603,4.7721,4.7660,11956.38507568,57057.065219652526,58
1607576400,2020-12-10 05:00:00,DOT/USD,4.8292,4.8292,4.8000,4.8000,4.8224,12833.91739348,61602.803488704,35
1607572800,2020-12-10 04:00:00,DOT/USD,4.8124,4.8549,4.8124,4.8267,4.8373,9987.44936270,48206.42183894409,38
1607569200,2020-12-10 03:00:00,DOT/USD,4.8394,4.8419,4.8149,4.8149,4.8382,11545.38083124,55589.85416433747,43
1607565600,2020-12-10 02:00:00,DOT/USD,4.8874,4.9099,4.8366,4.8473,4.8733,112976.08323171,547628.9682490679,189
1607562000,2020-12-10 01:00:00,DOT/USD,4.8692,4.8771,4.8536,4.8771,4.8629,1657.85398768,8085.519683314129,25
1607558400,2020-12-10 00:00:00,DOT/USD,4.8835,4.8850,4.8614,4.8705,4.8795,1031.04567829,5021.7079761114455,24
1607554800,2020-12-09 23:00:00,DOT/USD,4.9004,4.9070,4.8566,4.8768,4.8789,11397.37807731,55582.73340742541,65
1607551200,2020-12-09 22:00:00,DOT/USD,4.9060,4.9300,4.9022,4.9171,4.9085,2566.19280283,12618.22663079539,21
1607547600,2020-12-09 21:00:00,DOT/USD,4.8900,4.9300,4.8876,4.9092,4.9043,10899.84525786,53509.520339886316,51
1607544000,2020-12-09 20:00:00,DOT/USD,4.9099,4.9375,4.8790,4.8933,4.9093,30592.42333865,149697.90512301604,98
1607540400,2020-12-09 19:00:00,DOT/USD,4.8792,4.9031,4.8729,4.9002,4.8837,13590.95989676,66598.42168610335,55
1607536800,2020-12-09 18:00:00,DOT/USD,4.8800,4.9012,4.8605,4.8667,4.8841,4601.93594505,22396.241663774832,46
1607533200,2020-12-09 17:00:00,DOT/USD,4.9174,4.9343,4.8705,4.8888,4.9214,17729.51917715,86676.07335325092,75
1607529600,2020-12-09 16:00:00,DOT/USD,4.8563,4.9146,4.8396,4.9146,4.8937,3108.74046319,15278.215880393574,37
1607526000,2020-12-09 15:00:00,DOT/USD,4.8808,4.8880,4.8446,4.8720,4.8737,14428.90898386,70297.64456936592,61
1607522400,2020-12-09 14:00:00,DOT/USD,4.9049,4.9135,4.8894,4.8931,4.8990,21662.07470098,105994.69771936523,64
1607518800,2020-12-09 13:00:00,DOT/USD,4.9023,4.9147,4.8760,4.9147,4.8928,13973.96117180,68677.82697104546,52
1607515200,2020-12-09 12:00:00,DOT/USD,4.8804,4.9300,4.8671,4.8851,4.8893,26500.20474555,129456.15020248631,75
1607511600,2020-12-09 11:00:00,DOT/USD,4.8361,4.8760,4.8203,4.8760,4.8318,46618.52497976,227311.92780130976,73
1607508000,2020-12-09 10:00:00,DOT/USD,4.7492,4.8415,4.7373,4.8415,4.8107,29520.02442824,142921.19826932397,83
1607504400,2020-12-09 09:00:00,DOT/USD,4.7159,4.7615,4.7073,4.7521,4.7256,15187.05665530,72170.41193165114,76
1607500800,2020-12-09 08:00:00,DOT/USD,4.6987,4.7111,4.6196,4.7035,4.6527,118040.77129534,555204.7677876317,282
1607497200,2020-12-09 07:00:00,DOT/USD,4.7545,4.7560,4.6998,4.6998,4.7157,20745.45957145,97499.5108939007,62
1607493600,2020-12-09 06:00:00,DOT/USD,4.7400,4.7574,4.7375,4.7487,4.7445,6255.25308268,29704.32031372252,48
1607490000,2020-12-09 05:00:00,DOT/USD,4.7241,4.7372,4.7075,4.7350,4.7216,6903.95622837,32690.23274133195,42
1607486400,2020-12-09 04:00:00,DOT/USD,4.7940,4.7940,4.7213,4.7242,4.7546,14232.66352430,67237.94902149806,59
1607482800,2020-12-09 03:00:00,DOT/USD,4.7285,4.7940,4.7178,4.7940,4.7500,4656.19857941,22321.81598969154,39
1607479200,2020-12-09 02:00:00,DOT/USD,4.7207,4.7575,4.7035,4.7448,4.7135,4505.94870210,21379.82540172408,38
1607475600,2020-12-09 01:00:00,DOT/USD,4.7050,4.7555,4.6759,4.7200,4.7129,12867.74631543,60735.7626088296,111
1607472000,2020-12-09 00:00:00,DOT/USD,4.7389,4.7642,4.7031,4.7031,4.7378,24239.99572115,114003.12387614057,110
1607468400,2020-12-08 23:00:00,DOT/USD,4.7102,4.7770,4.7000,4.7329,4.7360,26404.88985484,124971.70319397224,203
1607464800,2020-12-08 22:00:00,DOT/USD,4.7807,4.8098,4.7115,4.7115,4.7760,5535.45329259,26080.288188037786,65
1607461200,2020-12-08 21:00:00,DOT/USD,4.7501,4.7841,4.7400,4.7760,4.7556,17228.13604687,82281.57775985112,92
1607457600,2020-12-08 20:00:00,DOT/USD,4.7570,4.7758,4.7500,4.7501,4.7501,213265.62694069,1013033.0545309716,380
1607454000,2020-12-08 19:00:00,DOT/USD,4.7664,4.7900,4.7608,4.7643,4.7709,3588.90735505,17098.631311664718,46
1607450400,2020-12-08 18:00:00,DOT/USD,4.8274,4.8274,4.7500,4.7700,4.7964,14811.46933108,70650.70870925159,108
1607446800,2020-12-08 17:00:00,DOT/USD,4.8237,4.8478,4.8200,4.8338,4.8258,4724.86409814,22839.048077589134,58
1607443200,2020-12-08 16:00:00,DOT/USD,4.8379,4.8660,4.8050,4.8333,4.8234,29102.51418035,140661.18178788567,104
1607439600,2020-12-08 15:00:00,DOT/USD,4.8760,4.8760,4.8301,4.8301,4.8495,4139.26150580,19993.04699916458,66
1607436000,2020-12-08 14:00:00,DOT/USD,4.8756,4.8863,4.8594,4.8762,4.8747,23203.79269037,113146.33391678218,63
1607432400,2020-12-08 13:00:00,DOT/USD,4.8337,4.8810,4.8337,4.8810,4.8473,10360.07789424,50567.540201785436,101
1607428800,2020-12-08 12:00:00,DOT/USD,4.8408,4.8641,4.8013,4.8333,4.8207,31184.98594535,150726.39256966015,119
1607425200,2020-12-08 11:00:00,DOT/USD,4.8260,4.8685,4.8238,4.8380,4.8331,5982.39741699,28942.83870339762,37
1607421600,2020-12-08 10:00:00,DOT/USD,4.8500,4.8741,4.8331,4.8518,4.8540,17731.52730617,86029.8241840756,75
1607418000,2020-12-08 09:00:00,DOT/USD,4.8893,4.9340,4.8200,4.8500,4.8517,41688.64166156,202189.912058566,181
1607414400,2020-12-08 08:00:00,DOT/USD,4.9741,4.9741,4.8669,4.8865,4.9192,32494.96960107,158786.66895562856,153
1607410800,2020-12-08 07:00:00,DOT/USD,4.9788,4.9932,4.9516,4.9625,4.9733,6162.85516595,30583.16876102688,35
1607407200,2020-12-08 06:00:00,DOT/USD,5.0328,5.0328,4.9537,4.9800,4.9785,12259.54970863,61052.557548977406,110
1607403600,2020-12-08 05:00:00,DOT/USD,5.0346,5.0346,5.0140,5.0158,5.0209,1116.79005585,5601.59556213243,9
1607400000,2020-12-08 04:00:00,DOT/USD,5.0217,5.0338,5.0191,5.0260,5.0258,842.70045560,4235.4124898456,16
1607396400,2020-12-08 03:00:00,DOT/USD,5.0135,5.0209,5.0021,5.0209,5.0071,20685.60779583,103860.36818208285,64
1607392800,2020-12-08 02:00:00,DOT/USD,5.0323,5.0335,5.0078,5.0101,5.0212,9038.82950276,45285.43969177788,56
1607389200,2020-12-08 01:00:00,DOT/USD,5.0640,5.0640,5.0322,5.0322,5.0523,5292.36829692,26632.255743760823,31
1607385600,2020-12-08 00:00:00,DOT/USD,5.0569,5.0678,5.0462,5.0649,5.0576,1633.65323871,8274.290288742279,24
1607382000,2020-12-07 23:00:00,DOT/USD,5.0711,5.0730,5.0565,5.0578,5.0613,1087.45080050,5500.108658768901,25
1607378400,2020-12-07 22:00:00,DOT/USD,5.0696,5.0697,5.0639,5.0649,5.0694,2061.58795122,10441.736814134178,7
1607374800,2020-12-07 21:00:00,DOT/USD,5.0524,5.0620,5.0524,5.0551,5.0580,910.82675213,4604.320314692363,25
1607371200,2020-12-07 20:00:00,DOT/USD,5.0337,5.0511,5.0306,5.0455,5.0441,3509.49682600,17707.166235582998,31
1607367600,2020-12-07 19:00:00,DOT/USD,5.0256,5.0555,5.0256,5.0417,5.0357,8407.87186959,42389.9676049119,39
1607364000,2020-12-07 18:00:00,DOT/USD,5.1159,5.1164,5.0148,5.0240,5.0411,17653.93138887,88693.3512976829,104
1607360400,2020-12-07 17:00:00,DOT/USD,5.1073,5.1500,5.0996,5.1172,5.1258,8106.34548227,41481.79110187205,42
1607356800,2020-12-07 16:00:00,DOT/USD,5.0925,5.1096,5.0900,5.1069,5.0971,3328.74748400,16999.5805260396,48
1607353200,2020-12-07 15:00:00,DOT/USD,5.0818,5.1033,5.0818,5.0907,5.0873,2622.99177660,13352.864237137619,24
1607349600,2020-12-07 14:00:00,DOT/USD,5.1026,5.1026,5.0700,5.0897,5.0898,6306.05012437,32095.90331800599,29
1607346000,2020-12-07 13:00:00,DOT/USD,5.1195,5.1333,5.1195,5.1227,5.1258,2547.03977224,13047.720641253847,18
1607342400,2020-12-07 12:00:00,DOT/USD,5.0763,5.1072,5.0744,5.1072,5.0878,397.51634926,2030.195498940672,7
1607338800,2020-12-07 11:00:00,DOT/USD,5.0777,5.0798,5.0600,5.0600,5.0741,2052.09706897,10383.611168988198,32
1607335200,2020-12-07 10:00:00,DOT/USD,5.0806,5.0806,5.0705,5.0739,5.0738,303.20188739,1538.4160564281212,9
1607331600,2020-12-07 09:00:00,DOT/USD,5.0817,5.0832,5.0710,5.0793,5.0817,386.79275050,1964.63641761465,12
1607328000,2020-12-07 08:00:00,DOT/USD,5.1074,5.1094,5.0810,5.0889,5.0916,2572.90520361,13093.257290650929,27
1607324400,2020-12-07 07:00:00,DOT/USD,5.0995,5.1266,5.0995,5.1266,5.1153,725.74360184,3720.597149192944,13
1607320800,2020-12-07 06:00:00,DOT/USD,5.0800,5.1087,5.0800,5.1087,5.0883,544.86191153,2783.536047433311,9
1607317200,2020-12-07 05:00:00,DOT/USD,5.0735,5.0884,5.0734,5.0800,5.0774,1075.52468574,5463.6654035592,11
1607313600,2020-12-07 04:00:00,DOT/USD,5.0842,5.0842,5.0635,5.0773,5.0654,2144.42470410,10887.88755012693,18
1607310000,2020-12-07 03:00:00,DOT/USD,5.0800,5.0857,5.0693,5.0718,5.0780,1797.41723662,9116.140740689316,26
1607306400,2020-12-07 02:00:00,DOT/USD,5.0943,5.1007,5.0842,5.0844,5.0911,669.48965911,3403.953222778884,13
1607302800,2020-12-07 01:00:00,DOT/USD,5.1055,5.1114,5.0859,5.1064,5.0944,3490.16658100,17822.1866292184,32
1607299200,2020-12-07 00:00:00,DOT/USD,5.1366,5.1366,5.1032,5.1067,5.1113,922.88337268,4712.888519264956,10
1607295600,2020-12-06 23:00:00,DOT/USD,5.0883,5.1500,5.0883,5.1325,5.1266,5841.49145066,29981.45487051245,64
1607292000,2020-12-06 22:00:00,DOT/USD,5.1134,5.1223,5.0654,5.0826,5.0931,1685.26463459,8565.526031767135,31
1607288400,2020-12-06 21:00:00,DOT/USD,5.1167,5.1184,5.0960,5.1142,5.1130,4612.17057881,23587.5627741501,35
1607284800,2020-12-06 20:00:00,DOT/USD,5.0887,5.1178,5.0887,5.1178,5.1004,11208.85551034,57364.68073081805,40
1607281200,2020-12-06 19:00:00,DOT/USD,5.0746,5.0901,5.0704,5.0901,5.0765,3885.32939976,19776.715177718375,24
1607277600,2020-12-06 18:00:00,DOT/USD,5.0629,5.0816,5.0617,5.0757,5.0722,1443.10016078,7324.743486071046,16
1607274000,2020-12-06 17:00:00,DOT/USD,5.0477,5.0624,5.0476,5.0617,5.0512,3930.66826011,19895.86353219879,28
1607270400,2020-12-06 16:00:00,DOT/USD,5.0752,5.0936,5.0368,5.0506,5.0583,5435.90431724,27454.578344652342,35
1607266800,2020-12-06 15:00:00,DOT/USD,5.0929,5.0962,5.0720,5.0720,5.0835,658.43310975,3339.572732652,13
1607263200,2020-12-06 14:00:00,DOT/USD,5.0447,5.0830,5.0410,5.0830,5.0593,7323.94653375,37227.62023105125,22
1607259600,2020-12-06 13:00:00,DOT/USD,5.0830,5.0830,5.0100,5.0256,5.0274,1976.27172969,9931.951204730063,28
1607256000,2020-12-06 12:00:00,DOT/USD,5.1072,5.1087,5.0447,5.0480,5.0863,740.74097228,3739.2604280694404,17
1607252400,2020-12-06 11:00:00,DOT/USD,5.0964,5.0964,5.0510,5.0930,5.0689,1467.78711110,7475.439756832299,25
1607248800,2020-12-06 10:00:00,DOT/USD,5.0929,5.1020,5.0600,5.0998,5.0776,976.29153664,4978.891578556672,18
1607245200,2020-12-06 09:00:00,DOT/USD,5.0786,5.0905,5.0146,5.0905,5.0577,5943.84612704,30257.148709697118,39
1607241600,2020-12-06 08:00:00,DOT/USD,5.1178,5.1178,5.0300,5.0453,5.0561,10359.74161995,52268.004395133736,68
1607238000,2020-12-06 07:00:00,DOT/USD,5.0838,5.1270,5.0838,5.1270,5.1084,914.81385061,4690.25061207747,24
1607234400,2020-12-06 06:00:00,DOT/USD,5.0985,5.1075,5.0746,5.0904,5.0823,3710.45269008,18887.68837358323,22
1607230800,2020-12-06 05:00:00,DOT/USD,5.1200,5.1303,5.0848,5.1032,5.1091,20933.55675189,106828.12681624504,41
1607227200,2020-12-06 04:00:00,DOT/USD,5.1241,5.1322,5.1228,5.1294,5.1279,266.28048721,1365.8591310949741,11
1607223600,2020-12-06 03:00:00,DOT/USD,5.1262,5.1297,5.1100,5.1132,5.1220,8615.37560696,44052.13855350787,38
1607220000,2020-12-06 02:00:00,DOT/USD,5.1701,5.1701,5.1320,5.1423,5.1439,7022.37759566,36111.172310162416,57
1607216400,2020-12-06 01:00:00,DOT/USD,5.1969,5.2000,5.1713,5.1728,5.1812,1471.71302672,7612.877144617216,13
1607212800,2020-12-06 00:00:00,DOT/USD,5.1900,5.1995,5.1772,5.1945,5.1918,4564.04547584,23707.93422425088,25
1607209200,2020-12-05 23:00:00,DOT/USD,5.1537,5.1900,5.1498,5.1871,5.1781,416.92061805,2162.6089378871548,19
1607205600,2020-12-05 22:00:00,DOT/USD,5.1400,5.1520,5.1275,5.1278,5.1360,4202.22067321,21548.147168086238,32
1607202000,2020-12-05 21:00:00,DOT/USD,5.1678,5.1823,5.1525,5.1652,5.1561,7655.17628170,39540.51653023683,28
1607198400,2020-12-05 20:00:00,DOT/USD,5.1769,5.1831,5.1384,5.1515,5.1513,7415.21696536,38199.490197052044,35
1607194800,2020-12-05 19:00:00,DOT/USD,5.1125,5.1899,5.1106,5.1768,5.1542,9421.26141264,48771.98608095475,74
1607191200,2020-12-05 18:00:00,DOT/USD,5.1316,5.1342,5.1128,5.1151,5.1279,3027.01534667,15483.486199751716,21
1607187600,2020-12-05 17:00:00,DOT/USD,5.0976,5.1192,5.0976,5.1176,5.1007,27143.95551138,138911.9067250383,43
1607184000,2020-12-05 16:00:00,DOT/USD,5.0911,5.1223,5.0705,5.1063,5.1098,7092.82437196,36218.089090539346,44
1607180400,2020-12-05 15:00:00,DOT/USD,5.1159,5.1420,5.1000,5.1000,5.1319,4588.03466104,23398.976771304,40
